ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class	ve_symbol	ve_product	pa_symbol	pa_product	KO	KO_definition	functional_category
WP_209388204.1	WP_023857262.1	gene-ACSAL1_RS07640	2.086877056381955	gene-ACZ0AN_RS08320	1.6330793804336052	conserved_up		CBS domain-containing protein		CBS domain-containing protein			unclassified
WP_209388294.1	WP_025809984.1	gene-ACSAL1_RS09320	-5.161210575933284	gene-ACZ0AN_RS10325	1.2245817898997904	opposite		cellulase family glycosylhydrolase		cellulase family glycosylhydrolase			unclassified
WP_007407578.1	WP_145654112.1	gene-ACSAL1_RS17230	-4.6499084786959255	gene-ACZ0AN_RS02960	-4.830026554918872	conserved_down	xynA	endo-1%2C4-beta-xylanase XynA		glycoside hydrolase family 11 protein			glycine_betaine_choline
WP_007407590.1	WP_023857087.1	gene-ACSAL1_RS17290	1.7435976681277294	gene-ACZ0AN_RS19480	2.623237373854236	conserved_up		VWA domain-containing protein		VWA domain-containing protein			unclassified
WP_014305691.1	WP_020452742.1	gene-ACSAL1_RS14430	1.6303062816933798	gene-ACZ0AN_RS16585	-1.519135576319331	opposite		AI-2E family transporter		AI-2E family transporter			unclassified
WP_014305920.1	WP_003185659.1	gene-ACSAL1_RS16545	5.571561228131301	gene-ACZ0AN_RS18630	4.058028702998095	conserved_up	swrA	swarming motility protein SwrAA	swrA	swarming motility protein SwrAA			unclassified
WP_209387448.1	WP_020452283.1	gene-ACSAL1_RS12230	1.845316866403148	gene-ACZ0AN_RS13915	4.612007951775259	conserved_up		SGNH/GDSL hydrolase family protein		SGNH/GDSL hydrolase family protein	K10804	acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]	unclassified
WP_209387448.1	WP_020452283.1	gene-ACSAL1_RS12230	1.845316866403148	gene-ACZ0AN_RS13915	4.612007951775259	conserved_up		SGNH/GDSL hydrolase family protein		SGNH/GDSL hydrolase family protein	K23978	isoamyl acetate esterase [EC:3.1.1.112]	unclassified
WP_209387469.1	WP_026579141.1	gene-ACSAL1_RS12710	-8.993120230055487	gene-ACZ0AN_RS14770	-1.5809922094879618	conserved_down	safA	SafA/ExsA family spore coat assembly protein	safA	SafA/ExsA family spore coat assembly protein	K06370	morphogenetic protein associated with SpoVID	unclassified
WP_209387472.1	WP_059231345.1	gene-ACSAL1_RS12730	-2.0796347991122253	gene-ACZ0AN_RS14790	2.6462009780219864	opposite		IscS subfamily cysteine desulfurase		IscS subfamily cysteine desulfurase	K04487	cysteine desulfurase [EC:2.8.1.7]	unclassified
WP_209387721.1	WP_023856958.1	gene-ACSAL1_RS18180	-3.1947587087731413	gene-ACZ0AN_RS20280	-1.932750342133404	conserved_down	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA	dltA	D-alanine--poly(phosphoribitol) ligase subunit DltA	K03367	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	unclassified
WP_209387803.1	WP_023855350.1	gene-ACSAL1_RS19365	1.0144065582105024	gene-ACZ0AN_RS14355	1.3852819131879075	conserved_up		methylated-DNA--[protein]-cysteine S-methyltransferase		methylated-DNA--[protein]-cysteine S-methyltransferase	K13531	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	unclassified
WP_209388044.1	WP_463315650.1	gene-ACSAL1_RS04750	-3.67331722753992	gene-ACZ0AN_RS05120	-1.6420688221748097	conserved_down		bifunctional metallophosphatase/5'-nucleotidase		5'-nucleotidase C-terminal domain-containing protein			unclassified
WP_209388153.1	WP_003180957.1	gene-ACSAL1_RS06640	-6.497489586934412	gene-ACZ0AN_RS07280	-1.961174107041807	conserved_down		C40 family peptidase		C40 family peptidase	K20742	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]	unclassified
WP_209388156.1	WP_026579642.1	gene-ACSAL1_RS06665	-3.57050456199533	gene-ACZ0AN_RS10335	-1.417485771650734	conserved_down		GNAT family N-acetyltransferase		GNAT family N-acetyltransferase			unclassified
WP_003219701.1	WP_003185730.1	gene-ACSAL1_RS16680	-1.91182500742228	gene-ACZ0AN_RS18780	-1.2603698462659634	conserved_down	degU	two-component system response regulator DegU	degU	two-component system response regulator DegU	K07692	two-component system, NarL family, response regulator DegU	regulation
WP_007614107.1	WP_023856394.1	gene-ACSAL1_RS16690	1.8772600255633831	gene-ACZ0AN_RS18790	2.5263250614425323	conserved_up		YigZ family protein		YigZ family protein			unclassified
WP_017418307.1	WP_023855450.1	gene-ACSAL1_RS13040	1.083144198097306	gene-ACZ0AN_RS15125	2.06908702083084	conserved_up	uvrC	excinuclease ABC subunit UvrC	uvrC	excinuclease ABC subunit UvrC	K03703	excinuclease ABC subunit C	unclassified
WP_020956445.1	WP_023856337.1	gene-ACSAL1_RS16935	-2.4202719986665624	gene-ACZ0AN_RS18310	-2.082383067643624	conserved_down		NAD(P)H-dependent oxidoreductase		NAD(P)H-dependent oxidoreductase			oxidative_stress
WP_209387442.1	WP_105981085.1	gene-ACSAL1_RS11990	-1.2476685128319194	gene-ACZ0AN_RS13660	-1.1182013854457922	conserved_down	glyS	glycine--tRNA ligase subunit beta	glyS	glycine--tRNA ligase subunit beta	K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	glycine_betaine_choline
WP_209387478.1	WP_020452478.1	gene-ACSAL1_RS12950	-1.2664908573470106	gene-ACZ0AN_RS15020	1.4064419209231602	opposite	ilvB	acetolactate synthase large subunit	ilvB	acetolactate synthase large subunit	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	unclassified
WP_209388324.1	WP_026578946.1	gene-ACSAL1_RS05275	-1.70381506028291	gene-ACZ0AN_RS03525	5.187326966671421	opposite		SDR family oxidoreductase		SDR family oxidoreductase			oxidative_stress
WP_003151242.1	WP_003185902.1	gene-ACSAL1_RS17120	2.65732228668248	gene-ACZ0AN_RS19240	1.2571161070282708	conserved_up	fabZ	3-hydroxyacyl-ACP dehydratase FabZ	fabZ	3-hydroxyacyl-ACP dehydratase FabZ	K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	unclassified
WP_003154001.1	WP_020451592.1	gene-ACSAL1_RS09105	1.74226739775494	gene-ACZ0AN_RS10055	1.1613215492921938	conserved_up	yneA	cell division suppressor protein YneA	yneA	cell division suppressor protein YneA			unclassified
WP_003154260.1	WP_020451387.1	gene-ACSAL1_RS08245	2.3792075422791297	gene-ACZ0AN_RS08945	4.17008925642035	conserved_up	flgB	flagellar basal body rod protein FlgB	flgB	flagellar basal body rod protein FlgB	K02387	flagellar basal-body rod protein FlgB	unclassified
WP_007408114.1	WP_020452506.1	gene-ACSAL1_RS13105	1.380487117876421	gene-ACZ0AN_RS15180	2.423731127703502	conserved_up	zapA	cell division protein ZapA	zapA	cell division protein ZapA	K09888	cell division protein ZapA	unclassified
WP_014418340.1	WP_020452121.1	gene-ACSAL1_RS11410	-1.512319197505031	gene-ACZ0AN_RS13000	1.9124220025753167	opposite		DUF2627 domain-containing protein		DUF2627 domain-containing protein			unclassified
WP_022552527.1	WP_020449985.1	gene-ACSAL1_RS01380	-1.7554283572510758	gene-ACZ0AN_RS01435	1.540454334699312	opposite		alanine/glycine:cation symporter family protein		alanine/glycine:cation symporter family protein	K11626	putative sodium/glutamine symporter	transport
WP_022552527.1	WP_020449985.1	gene-ACSAL1_RS01380	-1.7554283572510758	gene-ACZ0AN_RS01435	1.540454334699312	opposite		alanine/glycine:cation symporter family protein		alanine/glycine:cation symporter family protein	K03310	alanine or glycine:cation symporter, AGCS family	transport
WP_160216532.1	WP_016885527.1	gene-ACSAL1_RS12485	1.06813035036938	gene-ACZ0AN_RS14535	2.1291118164902327	conserved_up	mltG	endolytic transglycosylase MltG	mltG	endolytic transglycosylase MltG	K07082	peptidoglycan lytic transglycosylase G [EC:4.2.2.29]	biofilm_cell_envelope
WP_202331656.1	WP_095290353.1	gene-ACSAL1_RS07035	-2.919050957471074	gene-ACZ0AN_RS07725	2.433349164862836	opposite		heavy metal translocating P-type ATPase		heavy metal translocating P-type ATPase	K01534	Zn2+/Cd2+-exporting ATPase [EC:7.2.2.12 7.2.2.21]	unclassified
WP_209387944.1	WP_023857810.1	gene-ACSAL1_RS03080	1.4785084196194729	gene-ACZ0AN_RS03145	-1.2508822272224982	opposite		sugar porter family MFS transporter		sugar porter family MFS transporter	K06609	MFS transporter, SP family, major inositol transporter	transport
WP_012118061.1	WP_011198155.1	gene-ACSAL1_RS12420	1.846894542775255	gene-ACZ0AN_RS14470	-2.606860228024814	opposite		YrhC family protein		YrhC family protein			unclassified
WP_012118921.1	WP_025810048.1	gene-ACSAL1_RS19265	1.83723321653803	gene-ACZ0AN_RS03025	1.6146880487088442	conserved_up		YitT family protein		YitT family protein			unclassified
WP_209388328.1	WP_023857755.1	gene-ACSAL1_RS06135	-2.503784716797393	gene-ACZ0AN_RS01470	-1.9860016630405093	conserved_down	bla	class A beta-lactamase	blaP	class A beta-lactamase BlaP	K17836	beta-lactamase class A [EC:3.5.2.6]	glycine_betaine_choline
WP_209388334.1	WP_020451243.1	gene-ACSAL1_RS07400	2.5467520167880666	gene-ACZ0AN_RS08130	2.8831716348867027	conserved_up		YkyA family protein		YkyA family protein			unclassified
WP_014417556.1	WP_463315676.1	gene-ACSAL1_RS06745	-5.56770355087309	gene-ACZ0AN_RS07400	5.289231760613902	opposite		S8 family peptidase		S8 family peptidase	K13275	major intracellular serine protease [EC:3.4.21.-]	unclassified
WP_014417762.1	WP_020451377.1	gene-ACSAL1_RS08195	6.337370453990021	gene-ACZ0AN_RS08895	-1.0454220067336564	opposite		FlhB-like flagellar biosynthesis protein		FlhB-like flagellar biosynthesis protein	K04061	flagellar biosynthesis protein	unclassified
WP_014418377.1	WP_145645269.1	gene-ACSAL1_RS11740	2.714214466020032	gene-ACZ0AN_RS13295	6.946677963347863	conserved_up	comGB	competence type IV pilus assembly protein ComGB	comGB	competence type IV pilus assembly protein ComGB	K02244	competence protein ComGB	unclassified
WP_015418210.1	WP_025810626.1	gene-ACSAL1_RS15650	-11.014079586223318	gene-ACZ0AN_RS19790	-6.831272881016061	conserved_down		zinc-dependent metalloprotease		zinc-dependent metalloprotease			unclassified
WP_022552985.1	WP_463315595.1	gene-ACSAL1_RS11415	-3.916168066761458	gene-ACZ0AN_RS20355	-1.7895021665581987	conserved_down	prpB	methylisocitrate lyase	prpB	methylisocitrate lyase	K03417	methylisocitrate lyase [EC:4.1.3.30]	unclassified
WP_025650408.1	WP_023857033.1	gene-ACSAL1_RS14390	-5.780876519510483	gene-ACZ0AN_RS19875	-6.003002254306837	conserved_down	bslA	biofilm surface layer hydrophobin BslA	bslA	biofilm surface layer hydrophobin BslA			biofilm_cell_envelope
WP_209387470.1	WP_059231350.1	gene-ACSAL1_RS12715	-9.210568388454638	gene-ACZ0AN_RS14775	-1.4126064098139175	conserved_down	nadA	quinolinate synthase NadA	nadA	quinolinate synthase NadA	K03517	quinolinate synthase [EC:2.5.1.72]	unclassified
WP_209387473.1	WP_059231343.1	gene-ACSAL1_RS12780	1.9894286712623857	gene-ACZ0AN_RS14840	-1.00845801389165	opposite		M23 family metallopeptidase		peptidoglycan DD-metalloendopeptidase family protein	K06401	stage IV sporulation protein FA	biofilm_cell_envelope
WP_209387844.1	WP_023855832.1	gene-ACSAL1_RS01360	-6.226914219005029	gene-ACZ0AN_RS16055	-1.3796673265107144	conserved_down	gltP	glutamate-aspartate/proton symporter GltP	gltP	glutamate-aspartate/proton symporter GltP	K11102	proton glutamate symport protein	transport
WP_003153619.1	WP_020451883.1	gene-ACSAL1_RS10175	-1.722252099323851	gene-ACZ0AN_RS11625	2.5781279651762063	opposite		BrxA/BrxB family bacilliredoxin		BrxA/BrxB family bacilliredoxin	K26958	bacilliredoxin	oxidative_stress
WP_003154234.1	WP_020451404.1	gene-ACSAL1_RS08340	4.272276822287616	gene-ACZ0AN_RS09040	2.4864931620511546	conserved_up	fliQ	flagellar biosynthesis protein FliQ	fliQ	flagellar biosynthesis protein FliQ	K02420	flagellar biosynthesis protein FliQ	unclassified
WP_003154240.1	WP_020451400.1	gene-ACSAL1_RS08315	1.775271066135622	gene-ACZ0AN_RS09015	2.2182027432715383	conserved_up	fliM	flagellar motor switch protein FliM	fliM	flagellar motor switch protein FliM	K02416	flagellar motor switch protein FliM	unclassified
WP_007408335.1	WP_043054396.1	gene-ACSAL1_RS11650	1.451853578124196	gene-ACZ0AN_RS13190	1.5369147036659538	conserved_up		rhodanese-like domain-containing protein		rhodanese-like domain-containing protein	K03972	thiosulfate sulfurtransferase [EC:2.8.1.1]	unclassified
WP_007409113.1	WP_020450933.1	gene-ACSAL1_RS05795	-3.921841907758969	gene-ACZ0AN_RS06455	-1.6079683885118392	conserved_down	oppC	oligopeptide ABC transporter permease OppC		ABC transporter permease	K15582	oligopeptide transport system permease protein	transport
WP_007409113.1	WP_020450933.1	gene-ACSAL1_RS05795	-3.921841907758969	gene-ACZ0AN_RS06455	-1.6079683885118392	conserved_down	oppC	oligopeptide ABC transporter permease OppC		ABC transporter permease	K02034	peptide/nickel transport system permease protein	transport
WP_014417223.1	WP_103750481.1	gene-ACSAL1_RS04205	-2.351176894968716	gene-ACZ0AN_RS04530	-1.960722204557238	conserved_down	catE	catechol 2%2C3-dioxygenase		VOC family protein	K07104	catechol 2,3-dioxygenase [EC:1.13.11.2]	unclassified
WP_014417374.1	WP_020450876.1	gene-ACSAL1_RS05500	-1.1350329350387869	gene-ACZ0AN_RS06075	-1.7283821844837082	conserved_down		aspartyl-phosphate phosphatase Spo0E family protein		aspartyl-phosphate phosphatase Spo0E family protein	K28810	spo0E family aspartyl-phosphate phosphatase	unclassified
WP_014417398.1	WP_463315660.1	gene-ACSAL1_RS05665	-3.580840067855558	gene-ACZ0AN_RS06310	1.6251268993694716	opposite	argC	N-acetyl-gamma-glutamyl-phosphate reductase	argC	N-acetyl-gamma-glutamyl-phosphate reductase	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	unclassified
WP_021495090.1	WP_023855267.1	gene-ACSAL1_RS02315	-3.988787787314784	gene-ACZ0AN_RS13950	-5.02747835785178	conserved_down		hypothetical protein		hypothetical protein			unclassified
WP_025649284.1	WP_463315582.1	gene-ACSAL1_RS15640	-2.486608448155006	gene-ACZ0AN_RS17740	1.0764913789995516	opposite	helD	RNA polymerase recycling motor HelD	helD	RNA polymerase recycling motor HelD			unclassified
WP_038461736.1	WP_020453236.1	gene-ACSAL1_RS01040	1.584894154458904	gene-ACZ0AN_RS19400	-4.651143110324002	opposite	feuC	iron ABC transporter permease FeuC		FecCD family ABC transporter permease			transport
WP_061861565.1	WP_035337756.1	gene-ACSAL1_RS16325	-2.438810329297975	gene-ACZ0AN_RS18440	-2.5037519348861097	conserved_down		arylamine N-acetyltransferase family protein		arylamine N-acetyltransferase			unclassified
WP_061862144.1	WP_026579781.1	gene-ACSAL1_RS07285	-2.4054522792384097	gene-ACZ0AN_RS08010	-1.8736780500736585	conserved_down		efflux RND transporter periplasmic adaptor subunit		efflux RND transporter periplasmic adaptor subunit	K24950	membrane fusion protein, antimicrobial resistance system	unclassified
WP_003152011.1	WP_020452813.1	gene-ACSAL1_RS14825	-3.0957012859322663	gene-ACZ0AN_RS16995	-1.3058677619692192	conserved_down	ald	alanine dehydrogenase	ald	alanine dehydrogenase	K00259	alanine dehydrogenase [EC:1.4.1.1]	unclassified
WP_003152043.1	WP_003184860.1	gene-ACSAL1_RS14730	-2.9528843886866127	gene-ACZ0AN_RS16880	-2.062803349048908	conserved_down	degQ	degradation enzyme regulation protein DegQ	degQ	degradation enzyme regulation protein DegQ			unclassified
WP_003153079.1	WP_003183482.1	gene-ACSAL1_RS11770	-1.5866479266552576	gene-ACZ0AN_RS13315	8.443935586695828	opposite		Spx/MgsR family RNA polymerase-binding regulatory protein		Spx/MgsR family RNA polymerase-binding regulatory protein	K16509	regulatory protein spx	regulation
WP_003155001.1	WP_003180687.1	gene-ACSAL1_RS05935	1.587955363155768	gene-ACZ0AN_RS06625	-2.316635517162371	opposite	fabI	enoyl-ACP reductase FabI	fabI	enoyl-ACP reductase FabI	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	unclassified
WP_003155032.1	WP_003180627.1	gene-ACSAL1_RS05830	-1.48070761962927	gene-ACZ0AN_RS06490	2.3287867045475985	opposite	mecA	adaptor protein MecA	mecA	adaptor protein MecA	K16511	adapter protein MecA 1/2	unclassified
WP_007409693.1	WP_020451284.1	gene-ACSAL1_RS07670	2.38701197477816	gene-ACZ0AN_RS08360	1.0822423815807185	conserved_up	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	K08316	16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	unclassified
WP_007409714.1	WP_003181573.1	gene-ACSAL1_RS07810	-2.749298295778606	gene-ACZ0AN_RS08515	-2.550907388488772	conserved_down	sigE	RNA polymerase sporulation sigma factor SigE	sigE	RNA polymerase sporulation sigma factor SigE	K03091	RNA polymerase sigma-E/F/G factor	unclassified
WP_007410404.1	WP_020449864.1	gene-ACSAL1_RS00780	-1.4205370482935316	gene-ACZ0AN_RS00790	-1.0528012492514374	conserved_down	rplN	50S ribosomal protein L14	rplN	50S ribosomal protein L14	K02874	large subunit ribosomal protein L14	unclassified
WP_014418802.1	WP_020452851.1	gene-ACSAL1_RS15075	1.1063358123553917	gene-ACZ0AN_RS17230	1.8330518919800551	conserved_up		DUF72 domain-containing protein		DUF72 domain-containing protein			unclassified
WP_053284944.1	WP_020452572.1	gene-ACSAL1_RS13460	-1.0875451560258922	gene-ACZ0AN_RS15535	3.156063686981473	opposite		metal-dependent hydrolase		metal-dependent hydrolase			unclassified
WP_061862606.1	WP_035337494.1	gene-ACSAL1_RS00410	1.915159548813751	gene-ACZ0AN_RS00425	1.4292645018735288	conserved_up	tilS	tRNA lysidine(34) synthetase TilS	tilS	tRNA lysidine(34) synthetase TilS	K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	unclassified
WP_209387426.1	WP_020452148.1	gene-ACSAL1_RS11615	-1.1635424541894004	gene-ACZ0AN_RS13150	-1.443049048219518	conserved_down		M24 family metallopeptidase		M24 family metallopeptidase	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	unclassified
WP_209387501.1	WP_033155109.1	gene-ACSAL1_RS13535	1.402899029947788	gene-ACZ0AN_RS15615	-1.1245484424872636	opposite	mbcS	acyl-CoA synthetase MbcS	mbcS	acyl-CoA synthetase MbcS			unclassified
WP_209387320.1	WP_463315703.1	gene-ACSAL1_RS09500	-6.189223140113429	gene-ACZ0AN_RS10650	-6.349762743757935	conserved_down		non-ribosomal peptide synthetase		amino acid adenylation domain-containing protein	K15664	plipastatin/fengycin lipopeptide synthetase A	unclassified
WP_209387324.1	WP_326250815.1	gene-ACSAL1_RS09575	-1.6949909249833006	gene-ACZ0AN_RS10745	1.867299186070413	opposite	gltB	glutamate synthase large subunit	gltB	glutamate synthase large subunit	K00265	glutamate synthase (NADPH) large chain [EC:1.4.1.13]	transport
WP_209387371.1	WP_212110765.1	gene-ACSAL1_RS10140	-1.6950813982752506	gene-ACZ0AN_RS11590	2.227831602679029	opposite		sigma 54-interacting transcriptional regulator		sigma 54-interacting transcriptional regulator			regulation
WP_209387431.1	WP_026579312.1	gene-ACSAL1_RS11730	2.675474075409988	gene-ACZ0AN_RS13285	6.386369695107744	conserved_up	comGD	competence type IV pilus minor pilin ComGD	comGD	competence type IV pilus minor pilin ComGD	K02246	competence protein ComGD	unclassified
WP_209387491.1	WP_195257984.1	gene-ACSAL1_RS13205	-2.1655852733208247	gene-ACZ0AN_RS15290	-1.865553482935156	conserved_down		M42 family metallopeptidase		M42 family metallopeptidase	K01261	glutamyl aminopeptidase [EC:3.4.11.7]	unclassified
WP_209387491.1	WP_195257984.1	gene-ACSAL1_RS13205	-2.1655852733208247	gene-ACZ0AN_RS15290	-1.865553482935156	conserved_down		M42 family metallopeptidase		M42 family metallopeptidase	K20608	tetrahedral aminopeptidase [EC:3.4.11.-]	unclassified
WP_209388049.1	WP_031305082.1	gene-ACSAL1_RS04820	-2.0122231610055774	gene-ACZ0AN_RS05220	1.9624323865136275	opposite		response regulator		response regulator			regulation
WP_209388095.1	WP_463315661.1	gene-ACSAL1_RS05750	-3.2319212688384127	gene-ACZ0AN_RS06405	-2.006509938426184	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K02031	peptide/nickel transport system ATP-binding protein	transport
WP_209388139.1	WP_249726574.1	gene-ACSAL1_RS06405	4.46438175792318	gene-ACZ0AN_RS06930	1.3816842745232878	conserved_up		PBSX family phage terminase large subunit		PBSX family phage terminase large subunit	K06909	phage terminase large subunit	unclassified
WP_003155043.1	WP_020450932.1	gene-ACSAL1_RS05790	-3.1790385771956355	gene-ACZ0AN_RS06450	-1.6429227442146102	conserved_down		ABC transporter permease		ABC transporter permease	K15581	oligopeptide transport system permease protein	transport
WP_003155043.1	WP_020450932.1	gene-ACSAL1_RS05790	-3.1790385771956355	gene-ACZ0AN_RS06450	-1.6429227442146102	conserved_down		ABC transporter permease		ABC transporter permease	K02033	peptide/nickel transport system permease protein	transport
WP_014417345.1	WP_048350511.1	gene-ACSAL1_RS05265	2.0044553150348823	gene-ACZ0AN_RS05735	-2.087888930422932	opposite		MBL fold metallo-hydrolase		MBL fold metallo-hydrolase	K00784	ribonuclease Z [EC:3.1.26.11]	unclassified
WP_014417776.1	WP_023857204.1	gene-ACSAL1_RS08350	4.216521341479544	gene-ACZ0AN_RS09050	1.854858466088772	conserved_up	flhB	flagellar biosynthesis protein FlhB	flhB	flagellar biosynthesis protein FlhB	K02401	flagellar biosynthesis protein FlhB	unclassified
WP_209387802.1	WP_023856701.1	gene-ACSAL1_RS19350	-3.1497592516775472	gene-ACZ0AN_RS06835	-1.6044438092341922	conserved_down		VOC family protein		VOC family protein			unclassified
WP_209388152.1	WP_003180955.1	gene-ACSAL1_RS06635	-7.206458364625488	gene-ACZ0AN_RS07275	-1.6569289285964044	conserved_down		mandelate racemase/muconate lactonizing enzyme family protein		mandelate racemase/muconate lactonizing enzyme family protein	K19802	L-Ala-D/L-Glu epimerase / N-acetyl-D-glutamate racemase [EC:5.1.1.20 5.1.1.25]	transport
WP_209388218.1	WP_023857229.1	gene-ACSAL1_RS07985	1.772735121131241	gene-ACZ0AN_RS08690	1.5728418430975124	conserved_up		YicC/YloC family endoribonuclease		YicC/YloC family endoribonuclease			unclassified
WP_007410230.1	WP_164468292.1	gene-ACSAL1_RS02480	1.1037986106559712	gene-ACZ0AN_RS02810	-1.3311185939424754	opposite		LolA family protein		LolA family protein			unclassified
WP_007610590.1	WP_035339430.1	gene-ACSAL1_RS05755	-4.793345432953291	gene-ACZ0AN_RS06410	-2.116962588425447	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K02032	peptide/nickel transport system ATP-binding protein	transport
WP_007610590.1	WP_035339430.1	gene-ACSAL1_RS05755	-4.793345432953291	gene-ACZ0AN_RS06410	-2.116962588425447	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K10823	oligopeptide transport system ATP-binding protein	transport
WP_014418250.1	WP_026579386.1	gene-ACSAL1_RS10570	1.2038766514439316	gene-ACZ0AN_RS12010	1.0818059581614043	conserved_up		tetratricopeptide repeat protein		tetratricopeptide repeat protein			unclassified
WP_014419005.1	WP_020453106.1	gene-ACSAL1_RS16615	3.312279031044928	gene-ACZ0AN_RS18715	-2.047227156495792	opposite		flagellin N-terminal helical domain-containing protein	hag	flagellin Hag	K02406	flagellin	unclassified
WP_021495204.1	WP_128823493.1	gene-ACSAL1_RS03220	-2.322320349915837	gene-ACZ0AN_RS03350	-3.1342363408400256	conserved_down		PspA/IM30 family protein		PspA/IM30 family protein	K03969	phage shock protein A	unclassified
WP_022553228.1	WP_020451809.1	gene-ACSAL1_RS09785	-1.04841924228341	gene-ACZ0AN_RS11250	1.7805460226527714	opposite		DUF6501 family protein		DUF6501 family protein			unclassified
WP_025649399.1	WP_020450006.1	gene-ACSAL1_RS17850	-2.098315925124401	gene-ACZ0AN_RS01545	-2.127580401155758	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K01990	ABC-2 type transport system ATP-binding protein	transport
WP_029972995.1	WP_026580420.1	gene-ACSAL1_RS18835	-1.5809562554891476	gene-ACZ0AN_RS01000	1.3329910502058508	opposite		DUF5391 family protein		DUF5391 family protein			unclassified
WP_209387609.1	WP_095292169.1	gene-ACSAL1_RS16100	-5.599860927765386	gene-ACZ0AN_RS18255	-6.897300896724677	conserved_down		glycosyltransferase		glycosyltransferase	K19427	glycosyltransferase EpsJ [EC:2.4.-.-]	biofilm_cell_envelope
WP_209387647.1	WP_035337789.1	gene-ACSAL1_RS16715	2.6740028291465605	gene-ACZ0AN_RS18820	-1.537274038259388	opposite	tuaF	teichuronic acid biosynthesis protein TuaF	tuaF	teichuronic acid biosynthesis protein TuaF	K16706	teichuronic acid biosynthesis protein TuaF	unclassified
WP_003151042.1	WP_025810627.1	gene-ACSAL1_RS17665	1.67050618562691	gene-ACZ0AN_RS19785	-1.3492842629015342	opposite		2-hydroxymuconate tautomerase		2-hydroxymuconate tautomerase	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]	unclassified
WP_003151173.1	WP_020453255.1	gene-ACSAL1_RS17325	-2.0263806384706347	gene-ACZ0AN_RS19510	-3.0600091153813995	conserved_down	atpD	F0F1 ATP synthase subunit beta	atpD	F0F1 ATP synthase subunit beta	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	glycine_betaine_choline;sodium_homeostasis
WP_003151318.1	WP_023857150.1	gene-ACSAL1_RS16940	3.073265333862325	gene-ACZ0AN_RS19095	1.8412168704304648	conserved_up	budA	acetolactate decarboxylase	budA	acetolactate decarboxylase	K01575	acetolactate decarboxylase [EC:4.1.1.5]	unclassified
WP_003153227.1	WP_020452110.1	gene-ACSAL1_RS11350	-1.222779099641015	gene-ACZ0AN_RS12940	-4.487047495418778	conserved_down	artQ	arginine ABC transporter permease ArtQ		amino acid ABC transporter permease	K02029	polar amino acid transport system permease protein	transport
WP_012117893.1	WP_020452022.1	gene-ACSAL1_RS10940	-2.0065814986268204	gene-ACZ0AN_RS12430	1.1134925088903038	opposite	lysA	diaminopimelate decarboxylase	lysA	diaminopimelate decarboxylase	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	unclassified
WP_012118002.1	WP_023855214.1	gene-ACSAL1_RS11875	4.114923266158914	gene-ACZ0AN_RS13485	1.84851839890521	conserved_up		MFS transporter		MFS transporter	K08222	MFS transporter, YQGE family, putative transporter	transport
WP_162495990.1	WP_105981297.1	gene-ACSAL1_RS11420	-3.533648271669795	gene-ACZ0AN_RS20350	-1.5751666468722072	conserved_down		bifunctional 2-methylcitrate dehydratase/aconitate hydratase		bifunctional 2-methylcitrate dehydratase/aconitate hydratase	K01720	2-methylcitrate dehydratase [EC:4.2.1.79]	unclassified
WP_202729492.1	WP_095289976.1	gene-ACSAL1_RS05505	-1.986183835304019	gene-ACZ0AN_RS06090	-1.8899253144776464	conserved_down		fumarylacetoacetate hydrolase family protein		fumarylacetoacetate hydrolase family protein			unclassified
WP_204283013.1	WP_009328935.1	gene-ACSAL1_RS05250	-2.9966219168817227	gene-ACZ0AN_RS05715	-2.2172549542624767	conserved_down		M42 family metallopeptidase		M42 family metallopeptidase	K01269	aminopeptidase [EC:3.4.11.-]	unclassified
