gene_id	protein_id	gene_symbol	product
gene-ACSAL1_RS09160	WP_209388281.1		Hsp20/alpha crystallin family protein
gene-ACSAL1_RS09165	WP_003153984.1		small acid-soluble spore protein P
gene-ACSAL1_RS09170	WP_003153982.1	sspO	acid-soluble spore protein SspO
gene-ACSAL1_RS09175	WP_209388282.1	acnA	aconitate hydratase AcnA
gene-ACSAL1_RS09180	WP_022553283.1		TlpA family protein disulfide reductase
gene-ACSAL1_RS09185	WP_012117651.1		FbpB family small basic protein
gene-ACSAL1_RS09190	WP_003153977.1		acid-soluble spore protein N
gene-ACSAL1_RS09195	WP_209388283.1	tlp	small acid-soluble spore protein Tlp
gene-ACSAL1_RS09200	WP_003153973.1		YbgC/FadM family acyl-CoA thioesterase
gene-ACSAL1_RS09205	WP_209388284.1		hypothetical protein
gene-ACSAL1_RS09210	WP_007410318.1		HesB/YadR/YfhF family protein
gene-ACSAL1_RS09215	WP_014418024.1	plsY	glycerol-3-phosphate 1-O-acyltransferase PlsY
gene-ACSAL1_RS09220	WP_007410316.1		CoA-binding protein
gene-ACSAL1_RS09225	WP_209388285.1	parE	DNA topoisomerase IV subunit B
gene-ACSAL1_RS09230	WP_209388286.1	parC	DNA topoisomerase IV subunit A
gene-ACSAL1_RS09235	WP_003153957.1		hypothetical protein
gene-ACSAL1_RS09240	WP_003153956.1		hypothetical protein
gene-ACSAL1_RS09245	WP_100261812.1		alanine/glycine:cation symporter family protein
gene-ACSAL1_RS09250	WP_209388287.1		sugar kinase
gene-ACSAL1_RS09255	WP_209388288.1		zinc-binding alcohol dehydrogenase family protein
gene-ACSAL1_RS09260	WP_012117658.1		bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase
gene-ACSAL1_RS09265	WP_209388289.1	uxuA	mannonate dehydratase
gene-ACSAL1_RS09270	WP_017417885.1		SDR family oxidoreductase
gene-ACSAL1_RS09275	WP_032875062.1		substrate-binding domain-containing protein
gene-ACSAL1_RS09280	WP_072177665.1		MFS transporter
gene-ACSAL1_RS09285	WP_209388290.1		hypothetical protein
gene-ACSAL1_RS09290	WP_017417889.1		DUF4166 domain-containing protein
gene-ACSAL1_RS09295	WP_209388291.1		YndJ family protein
gene-ACSAL1_RS09300	WP_209388292.1		DUF1430 domain-containing protein
gene-ACSAL1_RS09305	WP_029973840.1		ATP-binding cassette domain-containing protein
gene-ACSAL1_RS09310	WP_029973839.1		bacteriocin-like WGxF protein
gene-ACSAL1_RS09315	WP_209388293.1		alpha/beta hydrolase
gene-ACSAL1_RS09320	WP_209388294.1		cellulase family glycosylhydrolase
gene-ACSAL1_RS09325	WP_017417895.1		magnetosome magnetite crystal formation protein family
gene-ACSAL1_RS09330	WP_209388295.1		sensor histidine kinase
gene-ACSAL1_RS09335	WP_017417897.1		response regulator transcription factor
gene-ACSAL1_RS09340	WP_209388296.1	xynC	glucuronoarabinoxylan endo-1%2C4-beta-xylanase XynC
gene-ACSAL1_RS09345	WP_209388338.1		glycoside hydrolase family 43 protein
gene-ACSAL1_RS09350	WP_209388297.1	bamC	bacillomycin D non-ribosomal peptide synthetase BamC
gene-ACSAL1_RS09355	WP_209388298.1		non-ribosomal peptide synthase/polyketide synthase
gene-ACSAL1_RS09360	WP_209388299.1	bamA	bacillomycin D hybrid PKS/NRPS BamA
gene-ACSAL1_RS09365	WP_094295892.1	bamD	bacillomycin D biosynthesis malonyl-CoA transacylase BamD
gene-ACSAL1_RS09370	WP_014418050.1		3-hydroxybutyrate dehydrogenase
gene-ACSAL1_RS09375	WP_007410136.1		CoA transferase subunit B
gene-ACSAL1_RS09380	WP_007410135.1		CoA transferase subunit A
gene-ACSAL1_RS09385	WP_209388300.1		GntP family permease
gene-ACSAL1_RS09390	WP_209388301.1		cytochrome P450
gene-ACSAL1_RS09395	WP_007410132.1	bioB	biotin synthase BioB
gene-ACSAL1_RS09400	WP_209388302.1	bioD	dethiobiotin synthase
gene-ACSAL1_RS09405	WP_209388303.1	bioF	8-amino-7-oxononanoate synthase
gene-ACSAL1_RS09410	WP_209388339.1	bioA	adenosylmethionine--8-amino-7-oxononanoate transaminase
gene-ACSAL1_RS09415	WP_209388304.1		6-carboxyhexanoate--CoA ligase
gene-ACSAL1_RS09420	WP_017417912.1		GtrA family protein
gene-ACSAL1_RS09425	WP_100261825.1	galU	UTP--glucose-1-phosphate uridylyltransferase GalU
gene-ACSAL1_RS09430	WP_007410125.1	uptA	undecaprenyl phosphate transporter UptA
gene-ACSAL1_RS09435	WP_021493384.1		acyl-CoA carboxylase subunit beta
gene-ACSAL1_RS09440	WP_209388305.1		enoyl-CoA hydratase
gene-ACSAL1_RS09445	WP_007611850.1		hydroxymethylglutaryl-CoA lyase
gene-ACSAL1_RS09450	WP_061862266.1		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
gene-ACSAL1_RS09455	WP_021493381.1		acetyl-CoA carboxylase biotin carboxylase subunit
gene-ACSAL1_RS09460	WP_209388306.1		AMP-binding protein
gene-ACSAL1_RS09465	WP_003153894.1		acyl-CoA dehydrogenase family protein
gene-ACSAL1_RS09470	WP_209388307.1		glycoside hydrolase family 10-like protein
gene-ACSAL1_RS09475	WP_014418069.1		DUF1360 domain-containing protein
gene-ACSAL1_RS09480	WP_209388308.1		non-ribosomal peptide synthetase
gene-ACSAL1_RS09485	WP_209388309.1		non-ribosomal peptide synthetase
gene-ACSAL1_RS09490	WP_209388310.1		non-ribosomal peptide synthetase
gene-ACSAL1_RS09495	WP_209387319.1		non-ribosomal peptide synthetase
gene-ACSAL1_RS09500	WP_209387320.1		non-ribosomal peptide synthetase
gene-ACSAL1_RS09505	WP_209387321.1	dacB	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine endopeptidase
gene-ACSAL1_RS09510	WP_029974636.1		aldose 1-epimerase
gene-ACSAL1_RS09515	WP_014418076.1		MATE family efflux transporter
gene-ACSAL1_RS09520	WP_017417934.1		IseA DL-endopeptidase inhibitor family protein
gene-ACSAL1_RS09530	WP_003153850.1		site-specific integrase
gene-ACSAL1_RS09535	WP_003153848.1		excisionase family DNA-binding protein
gene-ACSAL1_RS09540	WP_014418078.1	ggt	gamma-glutamyltransferase
gene-ACSAL1_RS09545	WP_209387322.1		MFS transporter
gene-ACSAL1_RS09550	WP_007407355.1		ArsR/SmtB family transcription factor
gene-ACSAL1_RS09555	WP_209387323.1	thrS	threonine--tRNA ligase
gene-ACSAL1_RS09560	WP_128496672.1		LysR family transcriptional regulator
gene-ACSAL1_RS09565	WP_209388340.1		zinc-binding dehydrogenase
gene-ACSAL1_RS09570	WP_044802245.1	gltD	glutamate synthase small subunit
gene-ACSAL1_RS09575	WP_209387324.1	gltB	glutamate synthase large subunit
gene-ACSAL1_RS09580	WP_014418086.1	gltC	glutamate biosynthesis transcriptional regulator GltC
gene-ACSAL1_RS09585	WP_017417943.1	proB	glutamate 5-kinase
gene-ACSAL1_RS09590	WP_021494173.1	proC	pyrroline-5-carboxylate reductase
gene-ACSAL1_RS09595	WP_003153833.1	rtp	replication termination protein
gene-ACSAL1_RS09600	WP_007407344.1		3-ketoacyl-ACP reductase
gene-ACSAL1_RS09605	WP_209387325.1		DUF948 domain-containing protein
gene-ACSAL1_RS09610	WP_209387326.1		hypothetical protein
gene-ACSAL1_RS09615	WP_104843525.1		RbtT/DalT/CsbX family MFS transporter
gene-ACSAL1_RS09620	WP_209387327.1		FGGY-family carbohydrate kinase
gene-ACSAL1_RS09625	WP_209387328.1		2-hydroxyacid dehydrogenase
gene-ACSAL1_RS09630	WP_209387329.1		molybdopterin oxidoreductase family protein
gene-ACSAL1_RS09635	WP_014418096.1		hypothetical protein
gene-ACSAL1_RS09640	WP_209387330.1		hypothetical protein
gene-ACSAL1_RS09645	WP_017417951.1		MarR family winged helix-turn-helix transcriptional regulator
gene-ACSAL1_RS09650	WP_209387331.1		hypothetical protein
gene-ACSAL1_RS09655	WP_209387332.1		SMI1/KNR4 family protein
gene-ACSAL1_RS09660	WP_209387333.1		T7SS effector LXG polymorphic toxin
gene-ACSAL1_RS09665	WP_209387334.1	csaA	chaperone CsaA
gene-ACSAL1_RS09670	WP_209387335.1		AraC family transcriptional regulator
gene-ACSAL1_RS09675	WP_209387336.1		TetR/AcrR family transcriptional regulator
gene-ACSAL1_RS09680	WP_014418104.1		MBL fold metallo-hydrolase
gene-ACSAL1_RS09685	WP_007407994.1		CcdC protein domain-containing protein
gene-ACSAL1_RS09690	WP_007407993.1	czrA	Zn(II)-responsive metalloregulatory transcriptional repressor CzrA
gene-ACSAL1_RS09695	WP_017417956.1		lysozyme family protein
gene-ACSAL1_RS09700	WP_007611945.1		DUF420 domain-containing protein
gene-ACSAL1_RS09705	WP_209387337.1		VLRF1 family aeRF1-type release factor
gene-ACSAL1_RS09710	WP_014305189.1		N-acetyltransferase
gene-ACSAL1_RS09715	WP_209387338.1		S66 family peptidase
gene-ACSAL1_RS09720			hypothetical protein
gene-ACSAL1_RS09725	WP_007407985.1		3D domain-containing protein
gene-ACSAL1_RS09730	WP_003153793.1	recQ	DNA helicase RecQ
gene-ACSAL1_RS09740	WP_003153791.1		FMN-dependent NADH-azoreductase
gene-ACSAL1_RS09745	WP_017417961.1		TraR/DksA family transcriptional regulator
gene-ACSAL1_RS09750	WP_103526825.1	gerPC	spore germination protein GerPC
gene-ACSAL1_RS09755	WP_014418113.1		hypothetical protein
gene-ACSAL1_RS09760	WP_209387340.1		Hsp20/alpha crystallin family protein
gene-ACSAL1_RS09765	WP_014418114.1		hypothetical protein
gene-ACSAL1_RS09770	WP_003153785.1		hypothetical protein
gene-ACSAL1_RS09775	WP_003153783.1		PH domain-containing protein
gene-ACSAL1_RS09780	WP_209387341.1		DUF4025 domain-containing protein
gene-ACSAL1_RS09785	WP_022553228.1		DUF6501 family protein
gene-ACSAL1_RS09790	WP_017417962.1		aldehyde dehydrogenase family protein
gene-ACSAL1_RS09795	WP_209387342.1		terpene cyclase/mutase family protein
gene-ACSAL1_RS09800	WP_007611962.1		superoxide dismutase
gene-ACSAL1_RS09805	WP_061862282.1		sodium-dependent transporter
gene-ACSAL1_RS09810	WP_095272744.1		bile acid:sodium symporter family transporter
gene-ACSAL1_RS09815	WP_209387343.1		MBL fold metallo-hydrolase
gene-ACSAL1_RS09820	WP_014418119.1	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
gene-ACSAL1_RS09825	WP_022553224.1	sucA	2-oxoglutarate dehydrogenase E1 component
gene-ACSAL1_RS09830	WP_209387344.1		nitric oxide reductase activation protein NorD
gene-ACSAL1_RS09835	WP_209387345.1		AAA family ATPase
gene-ACSAL1_RS09840	WP_095060687.1		superoxide dismutase family protein
gene-ACSAL1_RS09845	WP_209387346.1		C40 family peptidase
gene-ACSAL1_RS09850	WP_209387347.1		macrolide family glycosyltransferase
gene-ACSAL1_RS09855	WP_209387348.1	cdaS	sporulation-specific diadenylate cyclase CdaS
gene-ACSAL1_RS09860	WP_209387349.1		MATE family efflux transporter
gene-ACSAL1_RS09865	WP_029974256.1		STAS domain-containing protein
gene-ACSAL1_RS09870	WP_007407961.1	bshB2	bacillithiol biosynthesis deacetylase BshB2
gene-ACSAL1_RS09875	WP_007611980.1		YojF family protein
gene-ACSAL1_RS09880	WP_003153742.1		hypothetical protein
gene-ACSAL1_RS09885	WP_012117756.1	rarD	EamA family transporter RarD
gene-ACSAL1_RS09890	WP_014418128.1		hypothetical protein
gene-ACSAL1_RS09895	WP_003153736.1		hypothetical protein
gene-ACSAL1_RS09900	WP_003153733.1		tautomerase family protein
gene-ACSAL1_RS09905	WP_012117758.1		hypothetical protein
gene-ACSAL1_RS09910	WP_003153729.1	yodB	transcriptional regulator YodB
gene-ACSAL1_RS09915	WP_003153727.1		nitroreductase family protein
gene-ACSAL1_RS09920	WP_021493917.1		alpha/beta hydrolase
gene-ACSAL1_RS09925	WP_022553221.1		ring-cleaving dioxygenase
gene-ACSAL1_RS09930	WP_003153716.1		DUF3311 domain-containing protein
gene-ACSAL1_RS09935	WP_012117763.1		sodium:solute symporter family protein
gene-ACSAL1_RS09940	WP_209387350.1		glycoside hydrolase family 30 protein
gene-ACSAL1_RS09945	WP_209387351.1	bglA	6-phospho-beta-glucosidase BglA
gene-ACSAL1_RS09950	WP_014418133.1		GntR family transcriptional regulator
gene-ACSAL1_RS09955	WP_209387352.1	ctpA	carboxy-terminal processing protease CtpA
gene-ACSAL1_RS09960	WP_017417982.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS09965	WP_007407946.1		hypothetical protein
gene-ACSAL1_RS09970	WP_003153703.1		M15 family metallopeptidase
gene-ACSAL1_RS09975	WP_003153702.1	deoD	purine-nucleoside phosphorylase
gene-ACSAL1_RS09980	WP_003153701.1		hypothetical protein
gene-ACSAL1_RS09985	WP_003153700.1		YodL domain-containing protein
gene-ACSAL1_RS09990	WP_209387353.1		phosphatase PAP2 family protein
gene-ACSAL1_RS09995	WP_003153696.1		YozD family protein
gene-ACSAL1_RS10000	WP_012117771.1		hypothetical protein
gene-ACSAL1_RS10005	WP_014418138.1		hypothetical protein
gene-ACSAL1_RS10010	WP_209387354.1		hypothetical protein
gene-ACSAL1_RS10015	WP_003153684.1		YozE family protein
gene-ACSAL1_RS10020	WP_012117773.1		YokU family protein
gene-ACSAL1_RS10025	WP_072177837.1	kamA	lysine 2%2C3-aminomutase
gene-ACSAL1_RS10030	WP_245207585.1	ablB	putative beta-lysine N-acetyltransferase
gene-ACSAL1_RS10035	WP_481748172.1		peptidase
gene-ACSAL1_RS10040	WP_209387356.1		3-oxoacid CoA-transferase subunit B
gene-ACSAL1_RS10045	WP_209387357.1		CoA transferase subunit A
gene-ACSAL1_RS10050	WP_209388342.1		aspartate aminotransferase family protein
gene-ACSAL1_RS10055	WP_209388343.1		AraC family transcriptional regulator
gene-ACSAL1_RS10060	WP_014418145.1		YjcZ family sporulation protein
gene-ACSAL1_RS10065	WP_209387358.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS10070	WP_110124205.1		glycosyltransferase family 2 protein
gene-ACSAL1_RS10075	WP_007407929.1	cgeC	spore maturation protein CgeC
gene-ACSAL1_RS10080	WP_094295955.1		hypothetical protein
gene-ACSAL1_RS10085	WP_209387359.1		CgeB family protein
gene-ACSAL1_RS10090	WP_014418150.1	phyC	3-phytase
gene-ACSAL1_RS10095	WP_014418151.1		SDR family NAD(P)-dependent oxidoreductase
gene-ACSAL1_RS10100	WP_209387368.1	msrB	peptide-methionine (R)-S-oxide reductase MsrB
gene-ACSAL1_RS10105	WP_003153641.1	msrA	peptide-methionine (S)-S-oxide reductase MsrA
gene-ACSAL1_RS10110	WP_003153639.1		MarR family transcriptional regulator
gene-ACSAL1_RS10115	WP_209388344.1		YpmS family protein
gene-ACSAL1_RS10120	WP_209387369.1		SGNH/GDSL hydrolase family protein
gene-ACSAL1_RS10125	WP_044802186.1		SCO family protein
gene-ACSAL1_RS10130	WP_007409532.1		DUF2535 family protein
gene-ACSAL1_RS10135	WP_209387370.1	ilvA	threonine ammonia-lyase IlvA
gene-ACSAL1_RS10140	WP_209387371.1		sigma 54-interacting transcriptional regulator
gene-ACSAL1_RS10145	WP_007409529.1	trhA	PAQR family membrane homeostasis protein TrhA
gene-ACSAL1_RS10150	WP_209387372.1		lysophospholipid acyltransferase family protein
gene-ACSAL1_RS10155	WP_007409527.1		dihydrofolate reductase
gene-ACSAL1_RS10160	WP_003153622.1		thymidylate synthase
gene-ACSAL1_RS10165	WP_209387373.1		YpjP family protein
gene-ACSAL1_RS10170	WP_017418003.1		class I SAM-dependent methyltransferase
gene-ACSAL1_RS10175	WP_003153619.1		BrxA/BrxB family bacilliredoxin
gene-ACSAL1_RS10180	WP_209387374.1	ilvD	dihydroxy-acid dehydratase
gene-ACSAL1_RS10185	WP_032873313.1		conserved virulence factor C family protein
gene-ACSAL1_RS10190	WP_209387375.1		HD domain-containing protein
gene-ACSAL1_RS10195	WP_014418163.1		glutathione peroxidase
gene-ACSAL1_RS10200	WP_003153608.1	metA	homoserine O-acetyltransferase MetA
gene-ACSAL1_RS10205	WP_007409520.1		diglucosyl diacylglycerol synthase
gene-ACSAL1_RS10210			hypothetical protein
gene-ACSAL1_RS10215	WP_003153604.1	cspD	cold-shock protein CspD
gene-ACSAL1_RS10220	WP_012117812.1		hypothetical protein
gene-ACSAL1_RS10225	WP_209387376.1		DUF2564 family protein
gene-ACSAL1_RS10230	WP_003153581.1		zinc-finger domain-containing protein
gene-ACSAL1_RS10235	WP_014418166.1		ribonuclease H family protein
gene-ACSAL1_RS10240	WP_012117815.1		queuosine precursor transporter
gene-ACSAL1_RS10245	WP_031378992.1		reverse transcriptase-like protein
gene-ACSAL1_RS10250	WP_003153575.1	sspL	small%2C acid-soluble spore protein L
gene-ACSAL1_RS10255	WP_021494215.1		5'-3' exonuclease
gene-ACSAL1_RS10260	WP_014418168.1		hypothetical protein
gene-ACSAL1_RS10265	WP_095060814.1		YpbS family protein
gene-ACSAL1_RS10270	WP_209387377.1	dynA	dynamin GTPase
gene-ACSAL1_RS10275	WP_025284905.1	fbpC	Fur-regulated basic protein FbpC
gene-ACSAL1_RS10280	WP_003153565.1		isoprenylcysteine carboxyl methyltransferase family protein
gene-ACSAL1_RS10285	WP_209387378.1		type III polyketide synthase
gene-ACSAL1_RS10290	WP_209387379.1		GNAT family N-acetyltransferase
gene-ACSAL1_RS10295	WP_061862309.1		MGMT family protein
gene-ACSAL1_RS10300	WP_017418009.1		hypothetical protein
gene-ACSAL1_RS10305	WP_245207587.1		DUF421 domain-containing protein
gene-ACSAL1_RS10310	WP_072177197.1		cysteine hydrolase family protein
gene-ACSAL1_RS10315	WP_110085500.1	pbuX	xanthine permease PbuX
gene-ACSAL1_RS10320	WP_003153553.1	xpt	xanthine phosphoribosyltransferase
gene-ACSAL1_RS10325	WP_209387380.1		carboxypeptidase M32
gene-ACSAL1_RS10330	WP_065180546.1		ATP-dependent DNA helicase
gene-ACSAL1_RS10335	WP_014418226.1		hypothetical protein
gene-ACSAL1_RS10340	WP_003153548.1		YpzG family protein
gene-ACSAL1_RS10345	WP_022553050.1		THUMP domain-containing class I SAM-dependent RNA methyltransferase
gene-ACSAL1_RS10355	WP_003153541.1	gpsB	cell division regulator GpsB
gene-ACSAL1_RS10360	WP_014418228.1		SLOG family protein
gene-ACSAL1_RS10365	WP_003153539.1	cotD	spore coat protein CotD
gene-ACSAL1_RS10370			hypothetical protein
gene-ACSAL1_RS10375	WP_012117831.1		ribonuclease H-like domain-containing protein
gene-ACSAL1_RS10380	WP_209387381.1		DEAD/DEAH box helicase
gene-ACSAL1_RS10385	WP_012117833.1		PTS sugar transporter subunit IIA
gene-ACSAL1_RS10390	WP_029973660.1		Hsp20/alpha crystallin family protein
gene-ACSAL1_RS10395	WP_159354303.1		YppG family protein
gene-ACSAL1_RS10400	WP_003153532.1		YppF family protein
gene-ACSAL1_RS10405	WP_014418232.1		YppE family protein
gene-ACSAL1_RS10410	WP_014418233.1		DUF5446 family protein
gene-ACSAL1_RS10415	WP_003153525.1	sspM	acid-soluble spore protein SspM
gene-ACSAL1_RS10420	WP_209387382.1		DUF2515 domain-containing protein
gene-ACSAL1_RS10425	WP_003153521.1	recU	Holliday junction resolvase RecU
gene-ACSAL1_RS10430	WP_209387383.1		PBP1A family penicillin-binding protein
gene-ACSAL1_RS10435	WP_012117839.1		YpoC family protein
gene-ACSAL1_RS10440	WP_007612187.1	nth	endonuclease III
gene-ACSAL1_RS10445	WP_003153516.1	dnaD	DNA replication protein DnaD
gene-ACSAL1_RS10450	WP_003153515.1	asnS	asparagine--tRNA ligase
gene-ACSAL1_RS10455	WP_007612190.1		pyridoxal phosphate-dependent aminotransferase
gene-ACSAL1_RS10460	WP_007409483.1	tseB	cell wall elongation/penicillin-binding protein regulator TseB
gene-ACSAL1_RS10465	WP_003153512.1		YpmA family protein
gene-ACSAL1_RS10470	WP_209387384.1	dinG	ATP-dependent DNA helicase DinG
gene-ACSAL1_RS10475	WP_003153510.1	panD	aspartate 1-decarboxylase
gene-ACSAL1_RS10480	WP_061862322.1	panC	pantoate--beta-alanine ligase
gene-ACSAL1_RS10485	WP_007409480.1	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase
gene-ACSAL1_RS10490	WP_209387385.1		biotin--[acetyl-CoA-carboxylase] ligase
gene-ACSAL1_RS10495	WP_209387386.1		CCA tRNA nucleotidyltransferase
gene-ACSAL1_RS10500	WP_029973651.1	bshA	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
gene-ACSAL1_RS10505	WP_003153501.1	bshB1	bacillithiol biosynthesis deacetylase BshB1
gene-ACSAL1_RS10510	WP_003153499.1	mgsA	methylglyoxal synthase
gene-ACSAL1_RS10515	WP_003153497.1	dapB	4-hydroxy-tetrahydrodipicolinate reductase
gene-ACSAL1_RS10520	WP_003153495.1		nucleotide pyrophosphohydrolase
gene-ACSAL1_RS10525	WP_209387387.1		YitT family protein
gene-ACSAL1_RS10530	WP_022553036.1		oxalate decarboxylase family bicupin
gene-ACSAL1_RS10535	WP_021494234.1	ypjB	sporulation protein YpjB
gene-ACSAL1_RS10540	WP_021494235.1	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT
gene-ACSAL1_RS10545	WP_007409471.1		menaquinol-cytochrome c reductase cytochrome b/c subunit
gene-ACSAL1_RS10550	WP_003153485.1	qcrB	menaquinol-cytochrome c reductase cytochrome b subunit
gene-ACSAL1_RS10555	WP_003153484.1		Rieske (2Fe-2S) protein
gene-ACSAL1_RS10560	WP_003153483.1		YpiF family protein
gene-ACSAL1_RS10565	WP_003153482.1		ReoY family proteolytic degradation factor
gene-ACSAL1_RS10570	WP_014418250.1		tetratricopeptide repeat protein
gene-ACSAL1_RS10575	WP_060562784.1	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
gene-ACSAL1_RS10580	WP_025284926.1		prephenate dehydrogenase
gene-ACSAL1_RS10585	WP_014418253.1	hisC	histidinol-phosphate transaminase
gene-ACSAL1_RS10590	WP_025649797.1	trpA	tryptophan synthase subunit alpha
gene-ACSAL1_RS10595	WP_209387388.1	trpB	tryptophan synthase subunit beta
gene-ACSAL1_RS10600	WP_101287828.1		phosphoribosylanthranilate isomerase
gene-ACSAL1_RS10605	WP_209387389.1	trpC	indole-3-glycerol phosphate synthase TrpC
gene-ACSAL1_RS10610	WP_209387390.1	trpD	anthranilate phosphoribosyltransferase
gene-ACSAL1_RS10615	WP_095272877.1	trpE	anthranilate synthase component I
gene-ACSAL1_RS10620	WP_003153463.1	aroH	chorismate mutase
gene-ACSAL1_RS10625	WP_014305310.1	aroB	3-dehydroquinate synthase
gene-ACSAL1_RS10630	WP_029973644.1	aroC	chorismate synthase
gene-ACSAL1_RS10635	WP_209387391.1		protein-glutamate O-methyltransferase
gene-ACSAL1_RS10640	WP_007409456.1	ndk	nucleoside-diphosphate kinase
gene-ACSAL1_RS10645	WP_003153454.1	hepT	heptaprenyl diphosphate synthase component II
gene-ACSAL1_RS10650	WP_003153453.1	menG	demethylmenaquinone methyltransferase
gene-ACSAL1_RS10655	WP_007409455.1	hepS	heptaprenyl diphosphate synthase component 1
gene-ACSAL1_RS10660	WP_003153449.1	mtrB	trp RNA-binding attenuation protein MtrB
gene-ACSAL1_RS10665	WP_003153448.1	folE	GTP cyclohydrolase I FolE
gene-ACSAL1_RS10670	WP_003153447.1	hbs	non-specific DNA-binding protein Hbs
gene-ACSAL1_RS10675	WP_003153438.1	spoIVA	stage IV sporulation protein A
gene-ACSAL1_RS10680	WP_109567373.1		hypothetical protein
gene-ACSAL1_RS10685	WP_003153435.1		DUF2768 domain-containing protein
gene-ACSAL1_RS10690	WP_003153434.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
gene-ACSAL1_RS10695	WP_003153433.1	der	ribosome biogenesis GTPase Der
gene-ACSAL1_RS10700	WP_207168983.1		YphA family membrane protein
gene-ACSAL1_RS10705	WP_003153429.1		YpzI family protein
gene-ACSAL1_RS10710	WP_095272885.1	fni	type 2 isopentenyl-diphosphate Delta-isomerase
gene-ACSAL1_RS10715	WP_003153426.1	rpsA	30S ribosomal protein S1
gene-ACSAL1_RS10720	WP_209387392.1	cmk	(d)CMP kinase
gene-ACSAL1_RS10725	WP_003153420.1		YpfB family protein
gene-ACSAL1_RS10730	WP_017418047.1		flagellar brake protein
gene-ACSAL1_RS10735	WP_209387393.1	ypeB	germination protein YpeB
gene-ACSAL1_RS10740	WP_022553025.1	sleB	spore cortex-lytic enzyme
gene-ACSAL1_RS10745	WP_003153415.1	prsW	glutamic-type intramembrane protease PrsW
gene-ACSAL1_RS10750	WP_014418270.1		YpdA family putative bacillithiol disulfide reductase
gene-ACSAL1_RS10755	WP_003153413.1	gudB	NAD-specific glutamate dehydrogenase
gene-ACSAL1_RS10760	WP_003153412.1		genetic competence negative regulator
gene-ACSAL1_RS10765	WP_209387394.1		metallophosphoesterase
gene-ACSAL1_RS10770	WP_007409443.1		YpbF family protein
gene-ACSAL1_RS10775	WP_061862339.1		LysM peptidoglycan-binding domain-containing protein
gene-ACSAL1_RS10780	WP_007409441.1		CPBP family intramembrane glutamic endopeptidase
gene-ACSAL1_RS10785	WP_095272899.1		RecQ family ATP-dependent DNA helicase
gene-ACSAL1_RS10790	WP_209387395.1		YpbB family protein
gene-ACSAL1_RS10795	WP_003153403.1		ferredoxin
gene-ACSAL1_RS10800	WP_003153402.1	fmnP	riboflavin transporter FmnP
gene-ACSAL1_RS10805	WP_209387396.1	serA	phosphoglycerate dehydrogenase
gene-ACSAL1_RS10810	WP_481748173.1		sugar dehydratase
gene-ACSAL1_RS10815	WP_014418276.1	sigX	RNA polymerase sigma factor SigX
gene-ACSAL1_RS10820	WP_007409435.1		ATP-binding protein
gene-ACSAL1_RS10825	WP_003153397.1	resD	DNA-binding response regulator ResD
gene-ACSAL1_RS10830	WP_003153395.1	ccsB	c-type cytochrome biogenesis protein CcsB
gene-ACSAL1_RS10835	WP_209387397.1	resB	cytochrome c biogenesis protein ResB
gene-ACSAL1_RS10840	WP_014418277.1	resA	thiol-disulfide oxidoreductase ResA
gene-ACSAL1_RS10845	WP_007612296.1	rluB	23S rRNA pseudouridine(2605) synthase RluB
gene-ACSAL1_RS10850	WP_015240119.1	spmB	spore maturation protein SpmB
gene-ACSAL1_RS10855	WP_003153385.1		nucleoside recognition domain-containing protein
gene-ACSAL1_RS10860	WP_173613484.1		D-alanyl-D-alanine carboxypeptidase family protein
gene-ACSAL1_RS10865	WP_003153380.1		DUF3907 family protein
gene-ACSAL1_RS10870	WP_007409428.1	scpB	SMC-Scp complex subunit ScpB
gene-ACSAL1_RS10875	WP_007409427.1		segregation/condensation protein A
gene-ACSAL1_RS10880	WP_003153376.1		YjcZ family sporulation protein
gene-ACSAL1_RS10885	WP_061862346.1		DUF309 domain-containing protein
gene-ACSAL1_RS10890	WP_003153373.1	ribT	GNAT family N-acetyltransferase RibT
gene-ACSAL1_RS10895	WP_003153372.1	ribH	6%2C7-dimethyl-8-ribityllumazine synthase
gene-ACSAL1_RS10900	WP_003153371.1		bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
gene-ACSAL1_RS10905	WP_007409425.1	ribE	riboflavin synthase
gene-ACSAL1_RS10910	WP_061862348.1	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
gene-ACSAL1_RS10915	WP_003153366.1		hypothetical protein
gene-ACSAL1_RS10920	WP_209387398.1	lepB	signal peptidase I
gene-ACSAL1_RS10925	WP_029973634.1		CcdC protein domain-containing protein
