gene_id	protein_id	gene_symbol	product
gene-ACZ0AN_RS10950	WP_023855704.1		YnfE family protein
gene-ACZ0AN_RS10955	WP_079289249.1		APC family permease
gene-ACZ0AN_RS10960	WP_023855702.1		lysozyme family protein
gene-ACZ0AN_RS10965	WP_020451761.1		polysaccharide biosynthesis protein
gene-ACZ0AN_RS10970	WP_025811320.1		DUF1796 family putative cysteine peptidase
gene-ACZ0AN_RS10975	WP_020451763.1		hypothetical protein
gene-ACZ0AN_RS10980	WP_020451764.1		glycosyltransferase family 4 protein
gene-ACZ0AN_RS10985	WP_020451765.1		DUF420 domain-containing protein
gene-ACZ0AN_RS10990	WP_020451766.1		hypothetical protein
gene-ACZ0AN_RS10995	WP_059230589.1		GNAT family protein
gene-ACZ0AN_RS11000	WP_020451768.1		S66 family peptidase
gene-ACZ0AN_RS11005			solute:sodium symporter family transporter
gene-ACZ0AN_RS11010	WP_023855696.1		3D domain-containing protein
gene-ACZ0AN_RS11015	WP_059230636.1	recQ	DNA helicase RecQ
gene-ACZ0AN_RS11020	WP_144498575.1		hypothetical protein
gene-ACZ0AN_RS11025	WP_257878874.1		hypothetical protein
gene-ACZ0AN_RS11030	WP_003182594.1		YjfB family protein
gene-ACZ0AN_RS11040	WP_023855693.1		MmcQ/YjbR family DNA-binding protein
gene-ACZ0AN_RS11045	WP_328067672.1		pre-toxin TG domain-containing protein
gene-ACZ0AN_RS11050	WP_249727050.1		helical membrane plugin domain-containing protein
gene-ACZ0AN_RS11055	WP_463315552.1	fdhF	formate dehydrogenase subunit alpha
gene-ACZ0AN_RS11060			YjgB family protein
gene-ACZ0AN_RS11065	WP_080131423.1		SMI1/KNR4 family protein
gene-ACZ0AN_RS11070	WP_245118603.1		T7SS effector LXG polymorphic toxin
gene-ACZ0AN_RS11075	WP_224146215.1		response regulator aspartate phosphatase
gene-ACZ0AN_RS11080	WP_463315553.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS11085			XtrA/YqaO family protein
gene-ACZ0AN_RS11090	WP_463315554.1		hypothetical protein
gene-ACZ0AN_RS11095	WP_051502138.1		serine hydrolase
gene-ACZ0AN_RS11100	WP_020451782.1		flagellar brake protein
gene-ACZ0AN_RS11105	WP_031305165.1		YwqH-like family protein
gene-ACZ0AN_RS11110	WP_020451784.1		hypothetical protein
gene-ACZ0AN_RS11115	WP_125897639.1		hypothetical protein
gene-ACZ0AN_RS11120	WP_020451786.1		YozQ family protein
gene-ACZ0AN_RS11125	WP_020451787.1		YciI family protein
gene-ACZ0AN_RS11130	WP_230368169.1		hypothetical protein
gene-ACZ0AN_RS11135	WP_463315555.1		hypothetical protein
gene-ACZ0AN_RS11140	WP_149169609.1		SMI1/KNR4 family protein
gene-ACZ0AN_RS11145	WP_463315556.1		DUF1796 family putative cysteine peptidase
gene-ACZ0AN_RS11150	WP_026579561.1		amidohydrolase family protein
gene-ACZ0AN_RS11155	WP_020451792.1		CotD family spore coat protein
gene-ACZ0AN_RS11160	WP_020451793.1		hypothetical protein
gene-ACZ0AN_RS11165	WP_079289267.1		alpha/beta fold hydrolase
gene-ACZ0AN_RS11170	WP_082021584.1		hypothetical protein
gene-ACZ0AN_RS11175	WP_023857337.1		CotD family spore coat protein
gene-ACZ0AN_RS11180	WP_039072789.1		LysE family translocator
gene-ACZ0AN_RS11185	WP_003182651.1		type Z 30S ribosomal protein S14
gene-ACZ0AN_RS11190	WP_023857340.1		NUDIX hydrolase
gene-ACZ0AN_RS11195	WP_023857341.1		phosphoenolpyruvate synthase
gene-ACZ0AN_RS11200	WP_020451799.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS11205	WP_023857342.1		hypothetical protein
gene-ACZ0AN_RS11210	WP_020451801.1		YndM family protein
gene-ACZ0AN_RS11215	WP_020451802.1		DinB family protein
gene-ACZ0AN_RS11220	WP_025811299.1		FMN-dependent NADH-azoreductase
gene-ACZ0AN_RS11225	WP_031305170.1		serine hydrolase
gene-ACZ0AN_RS11230	WP_020451805.1		integrase
gene-ACZ0AN_RS11235	WP_043054340.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
gene-ACZ0AN_RS11240	WP_020451807.1		TraR/DksA family transcriptional regulator
gene-ACZ0AN_RS11245	WP_020451808.1		PH domain-containing protein
gene-ACZ0AN_RS11250	WP_020451809.1		DUF6501 family protein
gene-ACZ0AN_RS11255	WP_023857346.1		aldehyde dehydrogenase family protein
gene-ACZ0AN_RS11260	WP_232513478.1		MFS transporter
gene-ACZ0AN_RS11265			GNAT family N-acetyltransferase
gene-ACZ0AN_RS11270	WP_256164042.1		cytidine deaminase
gene-ACZ0AN_RS11275	WP_373926115.1		terpene cyclase/mutase family protein
gene-ACZ0AN_RS11280	WP_224067368.1		superoxide dismutase
gene-ACZ0AN_RS11285	WP_079289258.1		stress response protein YvgO
gene-ACZ0AN_RS11290	WP_020451817.1		sodium-dependent transporter
gene-ACZ0AN_RS11295	WP_023857353.1		bile acid:sodium symporter family protein
gene-ACZ0AN_RS11300	WP_025811296.1	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
gene-ACZ0AN_RS11305	WP_023857355.1	sucA	2-oxoglutarate dehydrogenase E1 component
gene-ACZ0AN_RS11310	WP_145930243.1		nitric oxide reductase activation protein NorD
gene-ACZ0AN_RS11315	WP_023857357.1		ATP-binding protein
gene-ACZ0AN_RS11320	WP_463315716.1		superoxide dismutase family protein
gene-ACZ0AN_RS11325	WP_023857359.1		C40 family peptidase
gene-ACZ0AN_RS11330	WP_095291970.1		MATE family efflux transporter
gene-ACZ0AN_RS11335	WP_095291966.1	bshB2	bacillithiol biosynthesis deacetylase BshB2
gene-ACZ0AN_RS11340	WP_020451827.1		YojF family protein
gene-ACZ0AN_RS11345	WP_023857365.1		hypothetical protein
gene-ACZ0AN_RS11350	WP_020451828.1	rarD	EamA family transporter RarD
gene-ACZ0AN_RS11355	WP_020451829.1		germination protein GerT
gene-ACZ0AN_RS11360	WP_020451830.1	exlX	expansin ExlX
gene-ACZ0AN_RS11365	WP_043054342.1		hypothetical protein
gene-ACZ0AN_RS11370	WP_025811284.1		SDR family oxidoreductase
gene-ACZ0AN_RS11375	WP_023857369.1		winged helix-turn-helix transcriptional regulator
gene-ACZ0AN_RS11380	WP_020451833.1		nitroreductase family protein
gene-ACZ0AN_RS11385	WP_095291962.1		alpha/beta hydrolase
gene-ACZ0AN_RS11390	WP_020451835.1		DUF3311 domain-containing protein
gene-ACZ0AN_RS11395	WP_020451836.1		sodium:solute symporter family protein
gene-ACZ0AN_RS11400	WP_020451837.1		S41 family peptidase
gene-ACZ0AN_RS11405	WP_020451838.1		class I SAM-dependent methyltransferase
gene-ACZ0AN_RS11410	WP_020451839.1		hypothetical protein
gene-ACZ0AN_RS11415	WP_463315557.1		M15 family metallopeptidase
gene-ACZ0AN_RS11420	WP_003182742.1	deoD	purine-nucleoside phosphorylase
gene-ACZ0AN_RS11425	WP_020451841.1		permease
gene-ACZ0AN_RS11430	WP_059230621.1		TIGR03943 family putative permease subunit
gene-ACZ0AN_RS11435	WP_023857374.1		hypothetical protein
gene-ACZ0AN_RS11440	WP_173636688.1		YodL domain-containing protein
gene-ACZ0AN_RS11445	WP_229078789.1		phosphatase PAP2 family protein
gene-ACZ0AN_RS11450	WP_020451846.1		YozD family protein
gene-ACZ0AN_RS11455	WP_043054348.1		hypothetical protein
gene-ACZ0AN_RS11460	WP_059230624.1		hypothetical protein
gene-ACZ0AN_RS11465	WP_020451849.1		YozE family protein
gene-ACZ0AN_RS11470	WP_020451850.1		YokU family protein
gene-ACZ0AN_RS11475	WP_043054350.1	kamA	lysine 2%2C3-aminomutase
gene-ACZ0AN_RS11480	WP_043054351.1	ablB	putative beta-lysine N-acetyltransferase
gene-ACZ0AN_RS11485	WP_043054352.1		peptidase
gene-ACZ0AN_RS11490	WP_020451854.1		3-oxoacid CoA-transferase subunit B
gene-ACZ0AN_RS11495	WP_020451855.1		CoA transferase subunit A
gene-ACZ0AN_RS11500	WP_043054353.1		aspartate aminotransferase family protein
gene-ACZ0AN_RS11505	WP_020451857.1		MFS transporter
gene-ACZ0AN_RS11510	WP_003182774.1		YjcZ family sporulation protein
gene-ACZ0AN_RS11515	WP_095291666.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS11520	WP_020451861.1	msrB	peptide-methionine (R)-S-oxide reductase MsrB
gene-ACZ0AN_RS11525	WP_075213126.1	msrA	peptide-methionine (S)-S-oxide reductase MsrA
gene-ACZ0AN_RS11530	WP_020451863.1		MarR family transcriptional regulator
gene-ACZ0AN_RS11535	WP_020451864.1		hypothetical protein
gene-ACZ0AN_RS11540	WP_105981026.1		GGDEF domain-containing protein
gene-ACZ0AN_RS11545	WP_463315558.1		MATE family efflux transporter
gene-ACZ0AN_RS11550	WP_105981028.1		DUF4397 domain-containing protein
gene-ACZ0AN_RS11555	WP_020451868.1	ypmT	protein YpmT
gene-ACZ0AN_RS11560	WP_020451869.1		YpmS family protein
gene-ACZ0AN_RS11565	WP_212110767.1		SGNH/GDSL hydrolase family protein
gene-ACZ0AN_RS11570	WP_212110766.1		SCO family protein
gene-ACZ0AN_RS11575	WP_151253415.1		DegV family protein
gene-ACZ0AN_RS11580	WP_020451873.1		YpmP family protein
gene-ACZ0AN_RS11585	WP_020451874.1	ilvA	threonine ammonia-lyase IlvA
gene-ACZ0AN_RS11590	WP_212110765.1		sigma 54-interacting transcriptional regulator
gene-ACZ0AN_RS11595	WP_020451876.1	trhA	PAQR family membrane homeostasis protein TrhA
gene-ACZ0AN_RS11600	WP_025811262.1		hypothetical protein
gene-ACZ0AN_RS11605	WP_212110764.1		dihydrofolate reductase
gene-ACZ0AN_RS11610	WP_025811261.1		phosphatidylglycerophosphatase A family protein
gene-ACZ0AN_RS11615	WP_023857393.1		YpjP family protein
gene-ACZ0AN_RS11620	WP_095291658.1		class I SAM-dependent methyltransferase
gene-ACZ0AN_RS11625	WP_020451883.1		BrxA/BrxB family bacilliredoxin
gene-ACZ0AN_RS11630	WP_020451884.1	ilvD	dihydroxy-acid dehydratase
gene-ACZ0AN_RS11635	WP_026579412.1		conserved virulence factor C family protein
gene-ACZ0AN_RS11640	WP_249727038.1		HD domain-containing protein
gene-ACZ0AN_RS11645	WP_020451887.1		glutathione peroxidase
gene-ACZ0AN_RS11650	WP_105981366.1		formate--tetrahydrofolate ligase
gene-ACZ0AN_RS11655	WP_023857398.1	metA	homoserine O-acetyltransferase MetA
gene-ACZ0AN_RS11660	WP_020451890.1		diglucosyl diacylglycerol synthase
gene-ACZ0AN_RS11665	WP_020451891.1		AIM24 family protein
gene-ACZ0AN_RS11670	WP_003230776.1	cspD	cold-shock protein CspD
gene-ACZ0AN_RS11675	WP_003182837.1		hypothetical protein
gene-ACZ0AN_RS11680	WP_026579409.1		DUF2564 family protein
gene-ACZ0AN_RS11685	WP_003182841.1		zinc-finger domain-containing protein
gene-ACZ0AN_RS11690	WP_020451893.1		reverse transcriptase-like protein
gene-ACZ0AN_RS11695	WP_023857402.1		queuosine precursor transporter
gene-ACZ0AN_RS11700	WP_020451895.1		reverse transcriptase-like protein
gene-ACZ0AN_RS11705	WP_003182847.1	sspL	small%2C acid-soluble spore protein L
gene-ACZ0AN_RS11710	WP_020451896.1		5'-3' exonuclease
gene-ACZ0AN_RS11715	WP_003182852.1		hypothetical protein
gene-ACZ0AN_RS11720	WP_023857403.1		YpbS family protein
gene-ACZ0AN_RS11725	WP_020451898.1	dynA	dynamin GTPase
gene-ACZ0AN_RS11730	WP_003182857.1	fbpC	Fur-regulated basic protein FbpC
gene-ACZ0AN_RS11735	WP_020451899.1		isoprenylcysteine carboxyl methyltransferase family protein
gene-ACZ0AN_RS11740	WP_020451900.1		type III polyketide synthase
gene-ACZ0AN_RS11745	WP_249727036.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS11750	WP_020451902.1		nucleobase:cation symporter-2 family protein
gene-ACZ0AN_RS11755	WP_020451903.1	xpt	xanthine phosphoribosyltransferase
gene-ACZ0AN_RS11760	WP_023857407.1		carboxypeptidase M32
gene-ACZ0AN_RS11765	WP_020451905.1		ATP-dependent DNA helicase
gene-ACZ0AN_RS11770	WP_020451906.1		hypothetical protein
gene-ACZ0AN_RS11775	WP_020451907.1		hypothetical protein
gene-ACZ0AN_RS11780			IS1595 family transposase
gene-ACZ0AN_RS11785	WP_020451908.1		hypothetical protein
gene-ACZ0AN_RS11790	WP_020451909.1		THUMP domain-containing class I SAM-dependent RNA methyltransferase
gene-ACZ0AN_RS11800	WP_003182873.1	gpsB	cell division regulator GpsB
gene-ACZ0AN_RS11805	WP_020451910.1		SLOG family protein
gene-ACZ0AN_RS11810	WP_020451911.1		CotD family spore coat protein
gene-ACZ0AN_RS11815	WP_065643899.1		ribonuclease H-like domain-containing protein
gene-ACZ0AN_RS11820	WP_043054590.1		DEAD/DEAH box helicase
gene-ACZ0AN_RS11825	WP_020451914.1		PTS sugar transporter subunit IIA
gene-ACZ0AN_RS11830	WP_023857414.1		Hsp20/alpha crystallin family protein
gene-ACZ0AN_RS11835	WP_020451916.1		YppG family protein
gene-ACZ0AN_RS11840	WP_011198064.1		YppF family protein
gene-ACZ0AN_RS11845	WP_026579400.1		YppE family protein
gene-ACZ0AN_RS11850	WP_026579399.1		YppD family protein
gene-ACZ0AN_RS11855	WP_009328007.1	sspM	acid-soluble spore protein SspM
gene-ACZ0AN_RS11860	WP_035338534.1		DUF2515 domain-containing protein
gene-ACZ0AN_RS11865	WP_003182896.1	recU	Holliday junction resolvase RecU
gene-ACZ0AN_RS11870	WP_026579397.1		penicillin-binding protein 1A
gene-ACZ0AN_RS11875	WP_035338530.1		YpoC family protein
gene-ACZ0AN_RS11880	WP_023857420.1	nth	endonuclease III
gene-ACZ0AN_RS11885	WP_023857421.1		DnaD domain-containing protein
gene-ACZ0AN_RS11890	WP_026579395.1	asnS	asparagine--tRNA ligase
gene-ACZ0AN_RS11895	WP_023857423.1		pyridoxal phosphate-dependent aminotransferase
gene-ACZ0AN_RS11900	WP_020451926.1	tseB	cell wall elongation/penicillin-binding protein regulator TseB
gene-ACZ0AN_RS11905	WP_003182913.1		YpmA family protein
gene-ACZ0AN_RS11910	WP_065643802.1	dinG	ATP-dependent DNA helicase DinG
gene-ACZ0AN_RS11915	WP_003182918.1	panD	aspartate 1-decarboxylase
gene-ACZ0AN_RS11920	WP_026579393.1	panC	pantoate--beta-alanine ligase
gene-ACZ0AN_RS11925	WP_020451930.1	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase
gene-ACZ0AN_RS11930	WP_035338526.1		bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor
gene-ACZ0AN_RS11935	WP_048350231.1		CCA tRNA nucleotidyltransferase
gene-ACZ0AN_RS11940	WP_023857430.1	bshA	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA
gene-ACZ0AN_RS11945	WP_020451935.1	bshB1	bacillithiol biosynthesis deacetylase BshB1
gene-ACZ0AN_RS11950	WP_020451936.1	mgsA	methylglyoxal synthase
gene-ACZ0AN_RS11955	WP_020451937.1	dapB	4-hydroxy-tetrahydrodipicolinate reductase
gene-ACZ0AN_RS11960	WP_023857432.1		nucleotide pyrophosphohydrolase
gene-ACZ0AN_RS11965	WP_023857433.1		YitT family protein
gene-ACZ0AN_RS11970	WP_023857434.1	ypjB	sporulation protein YpjB
gene-ACZ0AN_RS11975	WP_026579388.1	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT
gene-ACZ0AN_RS11980	WP_164468298.1		hypothetical protein
gene-ACZ0AN_RS11985	WP_020451942.1		menaquinol-cytochrome c reductase cytochrome b/c subunit
gene-ACZ0AN_RS11990	WP_003182952.1	qcrB	menaquinol-cytochrome c reductase cytochrome b subunit
gene-ACZ0AN_RS11995	WP_003182954.1		QcrA and Rieske domain-containing protein
gene-ACZ0AN_RS12000	WP_025811228.1		YpiF family protein
gene-ACZ0AN_RS12005	WP_020451944.1		ReoY family proteolytic degradation factor
gene-ACZ0AN_RS12010	WP_026579386.1		tetratricopeptide repeat protein
gene-ACZ0AN_RS12015	WP_026579385.1	aroA	3-phosphoshikimate 1-carboxyvinyltransferase
gene-ACZ0AN_RS12020	WP_025811226.1		prephenate dehydrogenase
gene-ACZ0AN_RS12025	WP_079289295.1	hisC	histidinol-phosphate transaminase
gene-ACZ0AN_RS12030	WP_026579384.1	trpA	tryptophan synthase subunit alpha
gene-ACZ0AN_RS12035	WP_020451950.1	trpB	tryptophan synthase subunit beta
gene-ACZ0AN_RS12040	WP_025811224.1		phosphoribosylanthranilate isomerase
gene-ACZ0AN_RS12045	WP_065643801.1	trpC	indole-3-glycerol phosphate synthase TrpC
gene-ACZ0AN_RS12050	WP_020451953.1	trpD	anthranilate phosphoribosyltransferase
gene-ACZ0AN_RS12055	WP_065643800.1	trpE	anthranilate synthase component I
gene-ACZ0AN_RS12060	WP_026579379.1	aroH	chorismate mutase
gene-ACZ0AN_RS12065	WP_020451956.1	aroB	3-dehydroquinate synthase
gene-ACZ0AN_RS12070	WP_020451957.1	aroC	chorismate synthase
gene-ACZ0AN_RS12075	WP_020451958.1		CheR family methyltransferase
gene-ACZ0AN_RS12080	WP_003182994.1	ndk	nucleoside-diphosphate kinase
gene-ACZ0AN_RS12085	WP_020451959.1	hepT	heptaprenyl diphosphate synthase component II
gene-ACZ0AN_RS12090	WP_020451960.1		demethylmenaquinone methyltransferase
gene-ACZ0AN_RS12095	WP_041817232.1		heptaprenyl diphosphate synthase component 1
gene-ACZ0AN_RS12100	WP_023857455.1	mtrB	trp RNA-binding attenuation protein MtrB
gene-ACZ0AN_RS12105	WP_020451963.1	folE	GTP cyclohydrolase I FolE
gene-ACZ0AN_RS12110	WP_003183006.1	hbs	non-specific DNA-binding protein Hbs
gene-ACZ0AN_RS12115	WP_020451964.1	spoIVA	stage IV sporulation protein A
gene-ACZ0AN_RS12120	WP_020451965.1		hypothetical protein
gene-ACZ0AN_RS12125	WP_020451966.1		DUF2768 domain-containing protein
gene-ACZ0AN_RS12130	WP_095291594.1		NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
gene-ACZ0AN_RS12135	WP_020451968.1	der	ribosome biogenesis GTPase Der
gene-ACZ0AN_RS12140	WP_023857457.1		capping complex subunit for YIEGIA
gene-ACZ0AN_RS12145	WP_020451970.1		YIEGIA family protein
gene-ACZ0AN_RS12150	WP_026579374.1		YphA family membrane protein
gene-ACZ0AN_RS12155	WP_105981046.1		YpzI family protein
gene-ACZ0AN_RS12160	WP_023857459.1	fni	type 2 isopentenyl-diphosphate Delta-isomerase
gene-ACZ0AN_RS12165	WP_023857460.1	rpsA	30S ribosomal protein S1
gene-ACZ0AN_RS12170	WP_023857461.1	cmk	(d)CMP kinase
gene-ACZ0AN_RS12175	WP_023857462.1		YpfB family protein
gene-ACZ0AN_RS12180	WP_023857463.1	ypeB	germination protein YpeB
gene-ACZ0AN_RS12185	WP_371268733.1	sleB	spore cortex-lytic enzyme
gene-ACZ0AN_RS12190	WP_023857465.1	prsW	glutamic-type intramembrane protease PrsW
gene-ACZ0AN_RS12195	WP_020451978.1		asparaginase
gene-ACZ0AN_RS12200	WP_023857466.1		YpdA family putative bacillithiol disulfide reductase
gene-ACZ0AN_RS12205	WP_020451980.1		Glu/Leu/Phe/Val family dehydrogenase
gene-ACZ0AN_RS12210	WP_020451981.1		genetic competence negative regulator
gene-ACZ0AN_RS12215	WP_026579371.1		metallophosphoesterase
gene-ACZ0AN_RS12220	WP_229029999.1		YpbF family protein
gene-ACZ0AN_RS12225	WP_105981047.1		LysM peptidoglycan-binding domain-containing protein
gene-ACZ0AN_RS12230	WP_020451986.1		CPBP family intramembrane glutamic endopeptidase
gene-ACZ0AN_RS12235	WP_105981048.1		RecQ family ATP-dependent DNA helicase
gene-ACZ0AN_RS12240	WP_105981049.1		YpbB family protein
gene-ACZ0AN_RS12245	WP_003183064.1		ferredoxin
gene-ACZ0AN_RS12250	WP_035338506.1		ECF transporter S component
gene-ACZ0AN_RS12255	WP_023857473.1	serA	phosphoglycerate dehydrogenase
gene-ACZ0AN_RS12260	WP_035338504.1		M23 family metallopeptidase
gene-ACZ0AN_RS12265	WP_105981050.1		GerMN domain-containing protein
gene-ACZ0AN_RS12270	WP_023857476.1	sigX	RNA polymerase sigma factor SigX
gene-ACZ0AN_RS12275	WP_145645749.1		LCP family glycopolymer transferase
gene-ACZ0AN_RS12280	WP_035338499.1		polysaccharide deacetylase family protein
gene-ACZ0AN_RS12285	WP_031305183.1		WD40 repeat domain-containing protein
gene-ACZ0AN_RS12290	WP_050820862.1		HAMP domain-containing sensor histidine kinase
gene-ACZ0AN_RS12295	WP_101561245.1		response regulator transcription factor
gene-ACZ0AN_RS12300	WP_245118539.1		ATP-binding protein
gene-ACZ0AN_RS12305	WP_020451999.1		response regulator transcription factor
gene-ACZ0AN_RS12310	WP_245118537.1	ccsB	c-type cytochrome biogenesis protein CcsB
gene-ACZ0AN_RS12315	WP_023857483.1	resB	cytochrome c biogenesis protein ResB
gene-ACZ0AN_RS12320	WP_095323640.1	resA	thiol-disulfide oxidoreductase ResA
gene-ACZ0AN_RS12325	WP_020452003.1	rluB	23S rRNA pseudouridine(2605) synthase RluB
gene-ACZ0AN_RS12330	WP_463315559.1		spore maturation protein
gene-ACZ0AN_RS12335	WP_020452005.1		nucleoside recognition domain-containing protein
gene-ACZ0AN_RS12340	WP_035338495.1		D-alanyl-D-alanine carboxypeptidase family protein
gene-ACZ0AN_RS12345	WP_023857487.1		YpuI family protein
gene-ACZ0AN_RS12350	WP_023857488.1	scpB	SMC-Scp complex subunit ScpB
gene-ACZ0AN_RS12355	WP_023857489.1		segregation/condensation protein A
gene-ACZ0AN_RS12360	WP_003183108.1		YjcZ family sporulation protein
gene-ACZ0AN_RS12365	WP_101561047.1		DUF309 domain-containing protein
gene-ACZ0AN_RS12370	WP_020452011.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS12375	WP_003183115.1	ribH	6%2C7-dimethyl-8-ribityllumazine synthase
gene-ACZ0AN_RS12380	WP_328067298.1		bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II
gene-ACZ0AN_RS12385	WP_463315560.1	ribE	riboflavin synthase
gene-ACZ0AN_RS12390	WP_020452014.1	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
gene-ACZ0AN_RS12395	WP_020452015.1		hypothetical protein
gene-ACZ0AN_RS12400	WP_020452016.1		RNA ligase
gene-ACZ0AN_RS12405	WP_023857494.1		hypothetical protein
gene-ACZ0AN_RS12410	WP_023857495.1		Rap family tetratricopeptide repeat protein
gene-ACZ0AN_RS12415	WP_020452019.1		peptidylprolyl isomerase
gene-ACZ0AN_RS12420	WP_020452020.1		DUF1002 domain-containing protein
gene-ACZ0AN_RS12425	WP_463315561.1		poly-gamma-glutamate hydrolase family protein
gene-ACZ0AN_RS12430	WP_020452022.1	lysA	diaminopimelate decarboxylase
gene-ACZ0AN_RS12435	WP_023857499.1		hypothetical protein
gene-ACZ0AN_RS12440	WP_035338481.1		spore germination protein
gene-ACZ0AN_RS12445	WP_463315562.1	spoVAEA	stage V sporulation protein SpoVABEA
gene-ACZ0AN_RS12450	WP_020452026.1	spoVAE	stage V sporulation protein AE
gene-ACZ0AN_RS12455	WP_020452027.1	spoVAD	stage V sporulation protein AD
gene-ACZ0AN_RS12460	WP_020452028.1	spoVAC	stage V sporulation protein AC
gene-ACZ0AN_RS12465	WP_025811211.1		stage V sporulation protein AB
gene-ACZ0AN_RS12470	WP_145645566.1		stage V sporulation protein AA
gene-ACZ0AN_RS12475	WP_020452031.1	sigF	RNA polymerase sporulation sigma factor SigF
gene-ACZ0AN_RS12480	WP_020452032.1	spoIIAB	anti-sigma F factor
gene-ACZ0AN_RS12485	WP_020452033.1	spoIIAA	anti-sigma F factor antagonist
gene-ACZ0AN_RS12490	WP_020452034.1		D-alanyl-D-alanine carboxypeptidase family protein
gene-ACZ0AN_RS12495	WP_031304985.1		purine-nucleoside phosphorylase
gene-ACZ0AN_RS12500	WP_043054372.1	deoB	phosphopentomutase
gene-ACZ0AN_RS12505	WP_023855928.1	xerD	site-specific tyrosine recombinase XerD
gene-ACZ0AN_RS12510	WP_023855929.1		YqzK family protein
gene-ACZ0AN_RS12515	WP_003183178.1	fur	ferric iron uptake transcriptional regulator
gene-ACZ0AN_RS12520	WP_026579353.1	spoIIM	stage II sporulation protein M
gene-ACZ0AN_RS12525	WP_043054373.1		PTS sugar transporter subunit IIC
gene-ACZ0AN_RS12530	WP_145645568.1		PTS sugar transporter subunit IIB
gene-ACZ0AN_RS12535	WP_463315563.1		NCS1 family nucleobase:cation symporter-1
gene-ACZ0AN_RS12540	WP_145645570.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS12545	WP_026579350.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS12550	WP_023855935.1		GNAT family N-acetyltransferase
gene-ACZ0AN_RS12555	WP_026579349.1		TIGR00375 family protein
gene-ACZ0AN_RS12560	WP_026579348.1		NUDIX hydrolase
gene-ACZ0AN_RS12565		mciZ	Z-ring formation inhibitor MciZ
gene-ACZ0AN_RS12570	WP_145645572.1		TetR/AcrR family transcriptional regulator
gene-ACZ0AN_RS12575	WP_145645574.1		DoxX family protein
gene-ACZ0AN_RS12580	WP_039072813.1		aldo/keto reductase
gene-ACZ0AN_RS12585	WP_023855942.1		YqkE family protein
gene-ACZ0AN_RS12590	WP_145645576.1		alpha/beta hydrolase
gene-ACZ0AN_RS12595	WP_003183211.1		YqkC family protein
gene-ACZ0AN_RS12600	WP_020452052.1		iron-sulfur cluster biosynthesis family protein
gene-ACZ0AN_RS12605	WP_043054379.1		CDGSH iron-sulfur domain-containing protein
gene-ACZ0AN_RS12610	WP_145645578.1		bifunctional GNAT family N-acetyltransferase/GrpB family protein
gene-ACZ0AN_RS12615	WP_223254782.1		antibiotic biosynthesis monooxygenase family protein
gene-ACZ0AN_RS12620	WP_145645580.1		esterase/lipase family protein
gene-ACZ0AN_RS12625	WP_023855949.1		hypothetical protein
gene-ACZ0AN_RS12630	WP_197407160.1	nikA	nickel ABC transporter substrate-binding protein
gene-ACZ0AN_RS12635	WP_020452058.1	nikB	nickel ABC transporter permease
gene-ACZ0AN_RS12640	WP_020452059.1	nikC	nickel transporter permease
gene-ACZ0AN_RS12645	WP_075754062.1		ATP-binding cassette domain-containing protein
gene-ACZ0AN_RS12650	WP_020452061.1		ABC transporter ATP-binding protein
gene-ACZ0AN_RS12655	WP_130569428.1		MATE family efflux transporter
gene-ACZ0AN_RS12660	WP_197407161.1		FusB/FusC family EF-G-binding protein
gene-ACZ0AN_RS12665	WP_020452064.1		YolD-like family protein
gene-ACZ0AN_RS12670	WP_023855953.1		Y-family DNA polymerase
gene-ACZ0AN_RS12675	WP_023855954.1		YqzH family protein
gene-ACZ0AN_RS12680	WP_023855955.1		MDR family MFS transporter
gene-ACZ0AN_RS12685	WP_095291531.1		VOC family protein
gene-ACZ0AN_RS12690	WP_095291529.1	coaA	type I pantothenate kinase
gene-ACZ0AN_RS12695	WP_095291528.1		ABC transporter permease
gene-ACZ0AN_RS12700	WP_095291526.1		ATP-binding cassette domain-containing protein
gene-ACZ0AN_RS12705	WP_023855959.1		hypothetical protein
gene-ACZ0AN_RS12710	WP_023855960.1	bcrC	bacitracin resistance undecaprenyl-diphosphatase BcrC
gene-ACZ0AN_RS12715	WP_023855961.1		ABC transporter permease
gene-ACZ0AN_RS12720	WP_023855962.1	bcrA	bacitracin resistance ABC transporter ATP-binding subunit BcrA
