ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class	ve_symbol	ve_product	pa_symbol	pa_product
WP_209387524.1	WP_020452677.1	gene-ACSAL1_RS14110	1.4663673715680965	gene-ACZ0AN_RS16130	1.242992703694136	conserved_up	ytkD	RNA deprotection pyrophosphohydrolase	ytkD	RNA deprotection pyrophosphohydrolase
WP_021494986.1	WP_020450948.1	gene-ACSAL1_RS05865	3.035769199656682	gene-ACZ0AN_RS06555	1.517636526202966	conserved_up		CYTH domain-containing protein		CYTH domain-containing protein
WP_100261812.1	WP_023857575.1	gene-ACSAL1_RS09245	4.412620343984075	gene-ACZ0AN_RS10235	1.2055488663977123	conserved_up		alanine/glycine:cation symporter family protein		alanine/glycine:cation symporter family protein
WP_209388338.1	WP_095292205.1	gene-ACSAL1_RS09345	-7.154397350758142	gene-ACZ0AN_RS17985	-6.381306972840374	conserved_down		glycoside hydrolase family 43 protein		glycoside hydrolase family 43 protein
WP_003156443.1	WP_023855916.1	gene-ACSAL1_RS00695	3.4516099693130493	gene-ACZ0AN_RS00710	1.401058393525895	conserved_up		50S ribosomal protein L7ae-like protein		50S ribosomal protein L7ae-like protein
WP_003156549.1	WP_020449875.1	gene-ACSAL1_RS00870	1.655201871707182	gene-ACZ0AN_RS00880	-1.2828903367666364	opposite		DNA-directed RNA polymerase subunit alpha		DNA-directed RNA polymerase subunit alpha
WP_004264646.1	WP_020449813.1	gene-ACSAL1_RS00345	3.1742556993769653	gene-ACZ0AN_RS00360	-1.0985710140897882	opposite	spoVT	stage V sporulation protein T	spoVT	stage V sporulation protein T
WP_012118311.1	WP_003184842.1	gene-ACSAL1_RS14695	1.9934462975446865	gene-ACZ0AN_RS16845	1.806800171857626	conserved_up		Na(+)/H(+) antiporter subunit F1		Na(+)/H(+) antiporter subunit F1
WP_021495233.1	WP_025810731.1	gene-ACSAL1_RS16135	-4.530910339759023	gene-ACZ0AN_RS18290	-6.877538643895273	conserved_down		polysaccharide biosynthesis protein		polysaccharide biosynthesis protein
WP_159353548.1	WP_020451629.1	gene-ACSAL1_RS17555	3.588000856490259	gene-ACZ0AN_RS10255	1.3632716721045643	conserved_up	narH	nitrate reductase subunit beta	narH	nitrate reductase subunit beta
WP_174747328.1	WP_020453026.1	gene-ACSAL1_RS16115	-2.4848991690101414	gene-ACZ0AN_RS18270	-6.613513258975818	conserved_down	epsG	biofilm exopolysaccharide biosynthesis protein EpsG		EpsG family protein
WP_209387383.1	WP_026579397.1	gene-ACSAL1_RS10430	-1.5270002486600045	gene-ACZ0AN_RS11870	-1.0102582551069388	conserved_down		PBP1A family penicillin-binding protein		penicillin-binding protein 1A
WP_209388290.1	WP_463315550.1	gene-ACSAL1_RS09285	-2.0088940245736726	gene-ACZ0AN_RS10905	1.7768975193488254	opposite		hypothetical protein		DoxX-like family protein
WP_245207593.1	WP_249726717.1	gene-ACSAL1_RS18490	-1.097027773499125	gene-ACZ0AN_RS20885	-3.756722247588632	conserved_down		Imm26 family immunity protein		hypothetical protein
WP_245207605.1	WP_463315643.1	gene-ACSAL1_RS03830	-4.011225191514354	gene-ACZ0AN_RS04225	-4.277904762537642	conserved_down		exosporium glycoprotein BclB-related protein		NTTRR-F1 domain
WP_370531149.1	WP_370510587.1	gene-ACSAL1_RS03750	2.846047285789184	gene-ACZ0AN_RS03975	-3.1590659986220486	opposite		methyl-accepting chemotaxis protein		methyl-accepting chemotaxis protein
WP_007407824.1	WP_020453473.1	gene-ACSAL1_RS18665	3.1931341051696744	gene-ACZ0AN_RS20665	-1.1867571033072293	opposite		hypothetical protein		hypothetical protein
WP_007408149.1	WP_145654320.1	gene-ACSAL1_RS12905	-1.012895952655308	gene-ACZ0AN_RS14975	1.0193684353889885	opposite	clpX	ATP-dependent protease ATP-binding subunit ClpX	clpX	ATP-dependent protease ATP-binding subunit ClpX
WP_007408313.1	WP_020452188.1	gene-ACSAL1_RS11810	-1.7255847022463031	gene-ACZ0AN_RS13365	4.932105244649415	opposite		YqgQ family protein		YqgQ family protein
WP_014417077.1	WP_145645282.1	gene-ACSAL1_RS03230	-1.212728211239778	gene-ACZ0AN_RS03360	-3.100822010514174	conserved_down		TPM domain-containing protein		TPM domain-containing protein
WP_159354085.1	WP_020451177.1	gene-ACSAL1_RS07070	1.3386446429607166	gene-ACZ0AN_RS07765	-1.4778634173615612	opposite	ptsP	phosphoenolpyruvate--protein phosphotransferase	ptsP	phosphoenolpyruvate--protein phosphotransferase
WP_007407375.1	WP_095292181.1	gene-ACSAL1_RS16040	2.054659155024426	gene-ACZ0AN_RS18200	2.912645839967647	conserved_up		LutB/LldF family L-lactate oxidation iron-sulfur protein		LutB/LldF family L-lactate oxidation iron-sulfur protein
WP_012117078.1	WP_025810251.1	gene-ACSAL1_RS04020	2.0181894072396385	gene-ACZ0AN_RS04310	4.14082595443248	conserved_up		low molecular weight protein-tyrosine-phosphatase		low molecular weight protein-tyrosine-phosphatase
WP_017418047.1	WP_020451782.1	gene-ACSAL1_RS10730	2.1905783632621225	gene-ACZ0AN_RS11100	1.1931458953031242	conserved_up		flagellar brake protein		flagellar brake protein
WP_209387732.1	WP_020450470.1	gene-ACSAL1_RS18295	-2.1436874604686795	gene-ACZ0AN_RS03815	-2.3468186338859405	conserved_down		glycosyl hydrolase		glycoside hydrolase family 26 protein
WP_209387790.1	WP_463315585.1	gene-ACSAL1_RS19225	7.241561841560755	gene-ACZ0AN_RS18365	1.092917446324435	conserved_up		glycoside hydrolase family 32 protein		glycoside hydrolase family 32 protein
WP_209388311.1	WP_031305057.1	gene-ACSAL1_RS00115	1.2439568592394572	gene-ACZ0AN_RS00130	1.451888254526169	conserved_up		glycoside hydrolase family 18 protein		glycoside hydrolase family 18 protein
WP_007408511.1	WP_020450572.1	gene-ACSAL1_RS04040	1.5621962991962208	gene-ACZ0AN_RS04335	4.221194628906001	conserved_up	cax	calcium/proton exchanger	cax	calcium/proton exchanger
WP_007408877.1	WP_043054555.1	gene-ACSAL1_RS03260	2.084538075393253	gene-ACZ0AN_RS03495	-4.802351007364711	opposite		RlpA-like double-psi beta-barrel domain-containing protein		RlpA-like double-psi beta-barrel domain-containing protein
WP_007409668.1	WP_023857270.1	gene-ACSAL1_RS07495	2.034279976791655	gene-ACZ0AN_RS08175	1.2717001183944705	conserved_up		DUF1054 domain-containing protein		YktB family protein
WP_014304905.1	WP_371268714.1	gene-ACSAL1_RS07015	1.2981923650871057	gene-ACZ0AN_RS07705	1.8845475853504992	conserved_up		hypothetical protein		hypothetical protein
WP_209387925.1	WP_023856211.1	gene-ACSAL1_RS02770	-1.092789276934534	gene-ACZ0AN_RS17335	2.568189736411496	opposite		cation diffusion facilitator family transporter		cation diffusion facilitator family transporter
WP_003155039.1	WP_020450934.1	gene-ACSAL1_RS05800	-5.055819567047458	gene-ACZ0AN_RS06460	-1.6545414497964204	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein
WP_007409786.1	WP_020451403.1	gene-ACSAL1_RS08335	3.130381515915663	gene-ACZ0AN_RS09035	2.5445732391343325	conserved_up	fliP	flagellar type III secretion system pore protein FliP	fliP	flagellar type III secretion system pore protein FliP
WP_007410057.1	WP_023856235.1	gene-ACSAL1_RS15450	-3.983602052563433	gene-ACZ0AN_RS17550	-1.2440527918364246	conserved_down	liaH	stress responsive protein LiaH	liaH	stress responsive protein LiaH
WP_021494235.1	WP_026579388.1	gene-ACSAL1_RS10540	-1.436176868048966	gene-ACZ0AN_RS11975	1.0223574106162967	opposite	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT	lhaT	lipoprotein heptaprenylglyceryl N-acetyltransferase LhaT
WP_021494261.1	WP_020453440.1	gene-ACSAL1_RS11045	1.2529857526054409	gene-ACZ0AN_RS20500	2.081894459021268	conserved_up	nhaC	Na+/H+ antiporter NhaC	nhaC	Na+/H+ antiporter NhaC
WP_061862428.1	WP_016885536.1	gene-ACSAL1_RS12565	2.444186567714832	gene-ACZ0AN_RS14595	1.150840620159041	conserved_up		cysteine desulfurase family protein		cysteine desulfurase family protein
WP_209387387.1	WP_023857433.1	gene-ACSAL1_RS10525	1.3653232423063832	gene-ACZ0AN_RS11965	-1.0908880674175765	opposite		YitT family protein		YitT family protein
WP_003154256.1	WP_020451391.1	gene-ACSAL1_RS08265	2.800364198316868	gene-ACZ0AN_RS08965	3.3077978853449346	conserved_up	fliG	flagellar motor switch protein FliG	fliG	flagellar motor switch protein FliG
WP_012118762.1	WP_023856957.1	gene-ACSAL1_RS18185	-1.32798715998512	gene-ACZ0AN_RS20285	-2.272010136569734	conserved_down	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB
WP_095060814.1	WP_023857403.1	gene-ACSAL1_RS10265	-1.0233882040207214	gene-ACZ0AN_RS11720	1.2873527445537212	opposite		YpbS family protein		YpbS family protein
WP_209387606.1	WP_035337735.1	gene-ACSAL1_RS16075	-5.304053247834244	gene-ACZ0AN_RS18230	-7.372771665535743	conserved_down		polysaccharide pyruvyl transferase family protein		polysaccharide pyruvyl transferase family protein
WP_209387610.1	WP_020453024.1	gene-ACSAL1_RS16105	-4.627131284848838	gene-ACZ0AN_RS18260	-7.2261011820334815	conserved_down		polysaccharide pyruvyl transferase family protein		polysaccharide pyruvyl transferase family protein
WP_209387645.1	WP_026580178.1	gene-ACSAL1_RS16705	1.964022544178414	gene-ACZ0AN_RS18810	-1.6095770253041737	opposite	tuaH	teichuronic acid biosynthesis protein TuaH	tuaH	teichuronic acid biosynthesis protein TuaH
WP_209388186.1	WP_026579780.1	gene-ACSAL1_RS07290	-1.9584188577027124	gene-ACZ0AN_RS08015	-1.4100612002764974	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein
WP_003151043.1	WP_035400430.1	gene-ACSAL1_RS17660	1.7040206343822075	gene-ACZ0AN_RS19780	1.828967395659849	conserved_up		site-2 protease family protein		site-2 protease family protein
WP_003152606.1	WP_079289277.1	gene-ACSAL1_RS12925	-2.6354942105560446	gene-ACZ0AN_RS14995	1.7586351782831176	opposite	leuC	3-isopropylmalate dehydratase large subunit	leuC	3-isopropylmalate dehydratase large subunit
WP_012118473.1	WP_020452989.1	gene-ACSAL1_RS15850	4.497788556616006	gene-ACZ0AN_RS18065	-1.012236443237037	opposite	opuCD	glycine betaine/carnitine/choline/choline sulfate ABC transporter permease OpuCD		ABC transporter permease
WP_014416724.1	WP_145645983.1	gene-ACSAL1_RS00325	-2.0192254673011587	gene-ACZ0AN_RS00340	3.4240345525107294	opposite		50S ribosomal protein L25/general stress protein Ctc		50S ribosomal protein L25/general stress protein Ctc
WP_015240174.1	WP_023855152.1	gene-ACSAL1_RS11355	-1.6246858234659882	gene-ACZ0AN_RS12945	-4.894316630369594	conserved_down	artP	arginine ABC transporter substrate-binding protein ArtP		transporter substrate-binding domain-containing protein
WP_191389576.1	WP_020450596.1	gene-ACSAL1_RS04150	-11.195098894813908	gene-ACZ0AN_RS04475	3.605080464548224	opposite		dihydrolipoamide acetyltransferase family protein		dihydrolipoamide acetyltransferase family protein
WP_209388236.1	WP_020451390.1	gene-ACSAL1_RS08260	3.4725054313654105	gene-ACZ0AN_RS08960	3.6796911097163822	conserved_up	fliF	flagellar basal-body MS-ring/collar protein FliF	fliF	flagellar basal-body MS-ring/collar protein FliF
WP_003156482.1	WP_003178343.1	gene-ACSAL1_RS00770	-1.3113869044712791	gene-ACZ0AN_RS00780	-1.0759711215952286	conserved_down	rpmC	50S ribosomal protein L29	rpmC	50S ribosomal protein L29
WP_003156732.1	WP_039073125.1	gene-ACSAL1_RS01245	-1.2127075755551286	gene-ACZ0AN_RS01240	7.017517169470331	opposite		hypothetical protein		hypothetical protein
WP_007407393.1	WP_020453031.1	gene-ACSAL1_RS16140	-6.158932079809196	gene-ACZ0AN_RS18295	-6.6385789092564265	conserved_down	epsB	protein tyrosine kinase EpsB		CpsD/CapB family tyrosine-protein kinase
WP_007614574.1	WP_020453353.1	gene-ACSAL1_RS18010	-2.658091998307382	gene-ACZ0AN_RS20020	1.9397287825662768	opposite	ywcE	spore morphogenesis/germination protein YwcE	ywcE	spore morphogenesis/germination protein YwcE
WP_017417565.1	WP_026580390.1	gene-ACSAL1_RS06155	-4.056581530462951	gene-ACZ0AN_RS21215	-3.237853218681953	conserved_down		glycoside hydrolase family 53 protein		arabinogalactan endo-1%2C4-beta-galactosidase
WP_017417934.1	WP_023856702.1	gene-ACSAL1_RS09520	-2.77387548914099	gene-ACZ0AN_RS06840	2.6638082172339512	opposite		IseA DL-endopeptidase inhibitor family protein		IseA DL-endopeptidase inhibitor family protein
WP_072177123.1	WP_011197760.1	gene-ACSAL1_RS05720	1.8716559730511635	gene-ACZ0AN_RS06370	1.1596396710157753	conserved_up		BMP family ABC transporter substrate-binding protein		BMP family ABC transporter substrate-binding protein
WP_072177268.1	WP_020450979.1	gene-ACSAL1_RS13200	-2.863511195125348	gene-ACZ0AN_RS06780	-3.5605575553959428	conserved_down	abnA	arabinan endo-1%2C5-alpha-L-arabinosidase AbnA		glycoside hydrolase family 43 protein
WP_209387737.1	WP_095291296.1	gene-ACSAL1_RS18400	3.067544482103943	gene-ACZ0AN_RS20755	3.599884255488605	conserved_up		NupC/NupG family nucleoside CNT transporter		nucleoside transporter C-terminal domain-containing protein
WP_209388331.1	WP_025812022.1	gene-ACSAL1_RS06685	1.3726065950478916	gene-ACZ0AN_RS07345	-1.3375279001679892	opposite	proB	glutamate 5-kinase	proB	glutamate 5-kinase
WP_481748176.1	WP_223254842.1	gene-ACSAL1_RS06630	-6.915074070503004	gene-ACZ0AN_RS07270	-2.080417057175623	conserved_down		S66 peptidase family protein		S66 peptidase family protein
WP_004264624.1	WP_023855976.1	gene-ACSAL1_RS00400	-1.153786424088945	gene-ACZ0AN_RS00415	-1.5508668999540294	conserved_down		vWA domain-containing protein		vWA domain-containing protein
WP_007611430.1	WP_020451393.1	gene-ACSAL1_RS08275	3.9940696941530094	gene-ACZ0AN_RS08975	3.2624271727740424	conserved_up	fliI	flagellar protein export ATPase FliI	fliI	flagellar protein export ATPase FliI
WP_007613424.1	WP_003184834.1	gene-ACSAL1_RS14675	1.705470435359267	gene-ACZ0AN_RS16825	2.1793719584024784	conserved_up		Na(+)/H(+) antiporter subunit B		Na(+)/H(+) antiporter subunit B
WP_209387474.1	WP_026579135.1	gene-ACSAL1_RS12820	-2.56843051063462	gene-ACZ0AN_RS14890	-1.1149064392155257	conserved_down		SPOR domain-containing protein		SPOR domain-containing protein
WP_209387477.1	WP_023855435.1	gene-ACSAL1_RS12930	-2.085965205896803	gene-ACZ0AN_RS15000	1.6794544053024325	opposite	leuB	3-isopropylmalate dehydrogenase	leuB	3-isopropylmalate dehydrogenase
WP_209388004.1	WP_309539798.1	gene-ACSAL1_RS04055	2.088500777645496	gene-ACZ0AN_RS04345	1.5046820075525442	conserved_up	yfkAB	radical SAM/CxCxxxxC motif protein YfkAB	yfkAB	radical SAM/CxCxxxxC motif protein YfkAB
WP_003155168.1	WP_020453458.1	gene-ACSAL1_RS05375	-3.5908020030237653	gene-ACZ0AN_RS20590	-4.843089826321791	conserved_down		excalibur calcium-binding domain-containing protein		excalibur calcium-binding domain-containing protein
WP_003155205.1	WP_020450815.1	gene-ACSAL1_RS05270	1.392111982212684	gene-ACZ0AN_RS05740	-1.6220079813126158	opposite	lplA	lipoate--protein ligase	lplJ	lipoate--protein ligase LplJ
WP_007408340.1	WP_020452152.1	gene-ACSAL1_RS11630	-1.8898012507950912	gene-ACZ0AN_RS13170	1.045650708927464	opposite		SA1362 family protein		SA1362 family protein
WP_007408346.1	WP_025811169.1	gene-ACSAL1_RS11565	-1.1732899667639745	gene-ACZ0AN_RS13100	-1.96515987120526	conserved_down		SpoIIIAH-like family protein		SpoIIIAH-like family protein
WP_007409532.1	WP_020451873.1	gene-ACSAL1_RS10130	-1.1780858496444555	gene-ACZ0AN_RS11580	2.421375478564936	opposite		DUF2535 family protein		YpmP family protein
WP_014417243.1	WP_020450630.1	gene-ACSAL1_RS04380	1.0693866116782105	gene-ACZ0AN_RS04680	1.042321883053299	conserved_up		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein
WP_014418006.1	WP_224067360.1	gene-ACSAL1_RS09020	-5.938738416701198	gene-ACZ0AN_RS09915	-1.5090883583088348	conserved_down		DUF4944 domain-containing protein		DUF4944 domain-containing protein
WP_029973137.1	WP_023856670.1	gene-ACSAL1_RS05895	2.250454818324115	gene-ACZ0AN_RS06585	1.6151865424036524	conserved_up		monovalent cation:proton antiporter family protein		monovalent cation:proton antiporter family protein
WP_029974790.1	WP_105980644.1	gene-ACSAL1_RS01235	-4.325198573947126	gene-ACZ0AN_RS01230	3.6719838094077417	opposite		sigma-G-dependent sporulation-specific acid-soluble spore protein CsgA		sporulation protein
WP_191389150.1	WP_144498830.1	gene-ACSAL1_RS14445	4.679494986978738	gene-ACZ0AN_RS16605	2.9078278432493185	conserved_up		methyl-accepting chemotaxis protein	tlpB	methyl-accepting chemotaxis protein TlpB
WP_209387363.1	WP_341045444.1	gene-ACSAL1_RS19500	-3.4477764211995146	gene-ACZ0AN_RS09965	-1.505989903339306	conserved_down		hypothetical protein		hypothetical protein
WP_209387952.1	WP_095292983.1	gene-ACSAL1_RS03265	1.761633347001195	gene-ACZ0AN_RS03500	-4.309510473591397	opposite		TolB family protein		PD40 domain-containing protein
WP_017418119.1	WP_020452123.1	gene-ACSAL1_RS11450	3.372993806845316	gene-ACZ0AN_RS13010	5.0403480012767234	conserved_up		N-acetylmuramoyl-L-alanine amidase family protein		N-acetylmuramoyl-L-alanine amidase family protein
WP_079891065.1	WP_023856206.1	gene-ACSAL1_RS07100	2.11477180350883	gene-ACZ0AN_RS17295	-2.214427526677781	opposite		hypothetical protein		hypothetical protein
WP_209387696.1	WP_025810622.1	gene-ACSAL1_RS17740	1.779168758728631	gene-ACZ0AN_RS19820	-1.8521797307436456	opposite	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase	lipL	octanoyl-[GcvH]:protein N-octanoyltransferase
WP_209388365.1	WP_026580174.1	gene-ACSAL1_RS16660	-1.593682893912475	gene-ACZ0AN_RS18760	-1.619776173495816	conserved_down		phosphoribosyltransferase family protein		ComF family protein
WP_003155211.1	WP_065643331.1	gene-ACSAL1_RS05255	-1.6948389488596585	gene-ACZ0AN_RS05725	2.641215162549824	opposite	gltT	glutamate/proton symporter GltT		cation:dicarboxylate symporter family transporter
WP_003155609.1	WP_003179731.1	gene-ACSAL1_RS03900	4.082429677204219	gene-ACZ0AN_RS04165	6.181953440595755	conserved_up		YflJ family protein		DUF2639 domain-containing protein
WP_209387430.1	WP_145645271.1	gene-ACSAL1_RS11700	-5.414827015524714	gene-ACZ0AN_RS13255	-5.237453988355179	conserved_down	tapA	amyloid fiber anchoring/assembly protein TapA	tapA	amyloid fiber anchoring/assembly protein TapA
WP_209387434.1	WP_035338373.1	gene-ACSAL1_RS11760	3.463128435122114	gene-ACZ0AN_RS13305	8.246250521331486	conserved_up		STAS domain-containing protein		STAS domain-containing protein
WP_209387532.1	WP_249726888.1	gene-ACSAL1_RS14375	8.191428088473684	gene-ACZ0AN_RS16455	1.077519362569429	conserved_up	gbsB	choline dehydrogenase		iron-containing alcohol dehydrogenase
WP_007408038.1	WP_020452593.1	gene-ACSAL1_RS13570	-3.145248356799367	gene-ACZ0AN_RS15650	-1.9154880386468256	conserved_down	refZ	forespore capture DNA-binding protein RefZ	refZ	forespore capture DNA-binding protein RefZ
WP_017418586.1	WP_023855487.1	gene-ACSAL1_RS18425	-7.831193880278129	gene-ACZ0AN_RS15450	-2.0062871553606927	conserved_down	bglS	beta-glucanase	bglS	beta-glucanase
WP_017419343.1	WP_145645580.1	gene-ACSAL1_RS01460	-7.353782609972714	gene-ACZ0AN_RS12620	-2.780709877820229	conserved_down	estA	lipase EstA		esterase/lipase family protein
WP_017419440.1	WP_023856175.1	gene-ACSAL1_RS14895	2.005635010301212	gene-ACZ0AN_RS17030	-1.529987250548871	opposite		3D domain-containing protein		3D domain-containing protein
WP_007410316.1	WP_075754574.1	gene-ACSAL1_RS09220	-3.086565898205176	gene-ACZ0AN_RS10180	1.3276077696606854	opposite		CoA-binding protein		CoA-binding protein
WP_209387950.1	WP_026578964.1	gene-ACSAL1_RS03225	-1.4296846066505933	gene-ACZ0AN_RS03355	-3.299031562865056	conserved_down		TFIIB-type zinc ribbon-containing protein		TFIIB-type zinc ribbon-containing protein
WP_003152276.1	WP_023855837.1	gene-ACSAL1_RS14005	-2.5283029410378783	gene-ACZ0AN_RS16025	-2.118491656725669	conserved_down		ABC transporter ATP-binding protein		ATP-binding cassette domain-containing protein
WP_003152355.1	WP_095290805.1	gene-ACSAL1_RS13825	1.0248470662609626	gene-ACZ0AN_RS15815	1.1432461597378771	conserved_up		phosphotransferase family protein		phosphotransferase family protein
WP_003152366.1	WP_020452616.1	gene-ACSAL1_RS13800	-2.666758789491138	gene-ACZ0AN_RS15790	2.929892324451709	opposite		PepSY domain-containing protein		PepSY domain-containing protein
WP_007408914.1	WP_197407002.1	gene-ACSAL1_RS03500	5.365230475091405	gene-ACZ0AN_RS03785	3.515375190125015	conserved_up	putP	sodium/proline symporter PutP	putP	sodium/proline symporter PutP
WP_012118534.1	WP_020453057.1	gene-ACSAL1_RS16330	-2.0460311637522515	gene-ACZ0AN_RS18445	-2.600183299210165	conserved_down		HPr family phosphocarrier protein		HPr family phosphocarrier protein
WP_014306172.1	WP_020453626.1	gene-ACSAL1_RS19140	-1.112984493148536	gene-ACZ0AN_RS21530	1.18223088972519	opposite		YycC family protein		YycC family protein
WP_014419065.1	WP_023855236.1	gene-ACSAL1_RS17045	-1.3428362111623129	gene-ACZ0AN_RS13625	-1.9496417070316203	conserved_down		coiled-coil domain-containing protein		YwqH-like family protein
WP_003153484.1	WP_003182954.1	gene-ACSAL1_RS10555	-4.725948944265332	gene-ACZ0AN_RS11995	1.750229514902141	opposite		Rieske (2Fe-2S) protein		QcrA and Rieske domain-containing protein
WP_014418920.1	WP_020453014.1	gene-ACSAL1_RS16045	4.560901559848377	gene-ACZ0AN_RS18205	3.1969279971088773	conserved_up		(Fe-S)-binding protein		(Fe-S)-binding protein
WP_032876691.1	WP_020452859.1	gene-ACSAL1_RS15120	-6.386203629300206	gene-ACZ0AN_RS17275	-1.656091246306207	conserved_down		endonuclease I family protein		endonuclease I family protein
WP_129092165.1	WP_020451407.1	gene-ACSAL1_RS08355	3.879006538568614	gene-ACZ0AN_RS09055	1.3366366049902911	conserved_up	flhA	flagellar biosynthesis protein FlhA	flhA	flagellar biosynthesis protein FlhA
WP_014417775.1	WP_020451405.1	gene-ACSAL1_RS08345	3.656310504987644	gene-ACZ0AN_RS09045	2.3705487754016388	conserved_up	fliR	flagellar biosynthetic protein FliR	fliR	flagellar biosynthetic protein FliR
WP_021494259.1	WP_020452034.1	gene-ACSAL1_RS10995	-1.1265293007578996	gene-ACZ0AN_RS12490	-2.1015680993980057	conserved_down		D-alanyl-D-alanine carboxypeptidase family protein		D-alanyl-D-alanine carboxypeptidase family protein
WP_003154238.1	WP_003181796.1	gene-ACSAL1_RS08325	1.185366317199953	gene-ACZ0AN_RS09025	2.016815612741874	conserved_up	cheY	chemotaxis protein CheY		response regulator
WP_003154253.1	WP_020451394.1	gene-ACSAL1_RS08280	5.466398898808754	gene-ACZ0AN_RS08980	3.809036764196883	conserved_up	fliJ	flagellar export protein FliJ	fliJ	flagellar export protein FliJ
WP_007408816.1	WP_025810970.1	gene-ACSAL1_RS13985	1.4773183323332617	gene-ACZ0AN_RS16015	-2.6464088711482483	opposite		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein
WP_007409116.1	WP_003180605.1	gene-ACSAL1_RS05775	-2.337801543766957	gene-ACZ0AN_RS06435	-2.135173868105693	conserved_down		YjbA family protein		YjbA family protein
WP_209387755.1	WP_154059144.1	gene-ACSAL1_RS18670	3.834205055219856	gene-ACZ0AN_RS21140	-2.1778166778646613	opposite		iron-hydroxamate ABC transporter substrate-binding protein		iron-hydroxamate ABC transporter substrate-binding protein
WP_209388112.1	WP_025811895.1	gene-ACSAL1_RS06090	1.6445567661712472	gene-ACZ0AN_RS04850	-1.4634069937670842	opposite		contact-dependent growth inhibition system immunity protein		contact-dependent growth inhibition system immunity protein
WP_209388143.1	WP_026579857.1	gene-ACSAL1_RS06480	2.96362666569164	gene-ACZ0AN_RS07005	1.2086146716069857	conserved_up		XkdQ/YqbQ family protein		XkdQ/YqbQ family protein
