ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_007614107.1	WP_023856394.1	gene-ACSAL1_RS16690	1.8772600255633831	gene-ACZ0AN_RS18790	2.5263250614425323	conserved_up
WP_017418307.1	WP_023855450.1	gene-ACSAL1_RS13040	1.083144198097306	gene-ACZ0AN_RS15125	2.06908702083084	conserved_up
WP_020956445.1	WP_023856337.1	gene-ACSAL1_RS16935	-2.4202719986665624	gene-ACZ0AN_RS18310	-2.082383067643624	conserved_down
WP_209387442.1	WP_105981085.1	gene-ACSAL1_RS11990	-1.2476685128319194	gene-ACZ0AN_RS13660	-1.1182013854457922	conserved_down
WP_209387478.1	WP_020452478.1	gene-ACSAL1_RS12950	-1.2664908573470106	gene-ACZ0AN_RS15020	1.4064419209231602	opposite
WP_209388324.1	WP_026578946.1	gene-ACSAL1_RS05275	-1.70381506028291	gene-ACZ0AN_RS03525	5.187326966671421	opposite
WP_003151242.1	WP_003185902.1	gene-ACSAL1_RS17120	2.6573222866824797	gene-ACZ0AN_RS19240	1.2571161070282708	conserved_up
WP_003154001.1	WP_020451592.1	gene-ACSAL1_RS09105	1.74226739775494	gene-ACZ0AN_RS10055	1.1613215492921938	conserved_up
WP_003154260.1	WP_020451387.1	gene-ACSAL1_RS08245	2.3792075422791297	gene-ACZ0AN_RS08945	4.17008925642035	conserved_up
WP_007408114.1	WP_020452506.1	gene-ACSAL1_RS13105	1.380487117876421	gene-ACZ0AN_RS15180	2.423731127703502	conserved_up
WP_014418340.1	WP_020452121.1	gene-ACSAL1_RS11410	-1.512319197505031	gene-ACZ0AN_RS13000	1.9124220025753167	opposite
WP_022552527.1	WP_020449985.1	gene-ACSAL1_RS01380	-1.7554283572510758	gene-ACZ0AN_RS01435	1.540454334699312	opposite
WP_160216532.1	WP_016885527.1	gene-ACSAL1_RS12485	1.06813035036938	gene-ACZ0AN_RS14535	2.1291118164902327	conserved_up
WP_202331656.1	WP_095290353.1	gene-ACSAL1_RS07035	-2.919050957471074	gene-ACZ0AN_RS07725	2.433349164862836	opposite
WP_209387944.1	WP_023857810.1	gene-ACSAL1_RS03080	1.4785084196194729	gene-ACZ0AN_RS03145	-1.2508822272224982	opposite
WP_012118061.1	WP_011198155.1	gene-ACSAL1_RS12420	1.846894542775255	gene-ACZ0AN_RS14470	-2.606860228024814	opposite
WP_012118921.1	WP_025810048.1	gene-ACSAL1_RS19265	1.83723321653803	gene-ACZ0AN_RS03025	1.6146880487088442	conserved_up
WP_209388328.1	WP_023857755.1	gene-ACSAL1_RS06135	-2.503784716797393	gene-ACZ0AN_RS01470	-1.9860016630405093	conserved_down
WP_209388334.1	WP_020451243.1	gene-ACSAL1_RS07400	2.5467520167880666	gene-ACZ0AN_RS08130	2.8831716348867027	conserved_up
WP_014417556.1	WP_463315676.1	gene-ACSAL1_RS06745	-5.56770355087309	gene-ACZ0AN_RS07400	5.289231760613902	opposite
WP_014417762.1	WP_020451377.1	gene-ACSAL1_RS08195	6.337370453990021	gene-ACZ0AN_RS08895	-1.0454220067336564	opposite
WP_014418377.1	WP_145645269.1	gene-ACSAL1_RS11740	2.714214466020032	gene-ACZ0AN_RS13295	6.946677963347863	conserved_up
WP_015418210.1	WP_025810626.1	gene-ACSAL1_RS15650	-11.014079586223318	gene-ACZ0AN_RS19790	-6.831272881016061	conserved_down
WP_022552985.1	WP_463315595.1	gene-ACSAL1_RS11415	-3.916168066761458	gene-ACZ0AN_RS20355	-1.7895021665581987	conserved_down
WP_025650408.1	WP_023857033.1	gene-ACSAL1_RS14390	-5.780876519510483	gene-ACZ0AN_RS19875	-6.003002254306837	conserved_down
WP_209387470.1	WP_059231350.1	gene-ACSAL1_RS12715	-9.210568388454638	gene-ACZ0AN_RS14775	-1.4126064098139175	conserved_down
WP_209387473.1	WP_059231343.1	gene-ACSAL1_RS12780	1.9894286712623857	gene-ACZ0AN_RS14840	-1.00845801389165	opposite
WP_209387844.1	WP_023855832.1	gene-ACSAL1_RS01360	-6.226914219005029	gene-ACZ0AN_RS16055	-1.3796673265107144	conserved_down
WP_003153619.1	WP_020451883.1	gene-ACSAL1_RS10175	-1.722252099323851	gene-ACZ0AN_RS11625	2.5781279651762063	opposite
WP_003154234.1	WP_020451404.1	gene-ACSAL1_RS08340	4.272276822287616	gene-ACZ0AN_RS09040	2.4864931620511546	conserved_up
WP_003154240.1	WP_020451400.1	gene-ACSAL1_RS08315	1.775271066135622	gene-ACZ0AN_RS09015	2.2182027432715383	conserved_up
WP_007408335.1	WP_043054396.1	gene-ACSAL1_RS11650	1.451853578124196	gene-ACZ0AN_RS13190	1.5369147036659538	conserved_up
WP_007409113.1	WP_020450933.1	gene-ACSAL1_RS05795	-3.921841907758969	gene-ACZ0AN_RS06455	-1.6079683885118392	conserved_down
WP_014417223.1	WP_103750481.1	gene-ACSAL1_RS04205	-2.3511768949687157	gene-ACZ0AN_RS04530	-1.960722204557238	conserved_down
WP_014417374.1	WP_020450876.1	gene-ACSAL1_RS05500	-1.1350329350387869	gene-ACZ0AN_RS06075	-1.7283821844837082	conserved_down
WP_014417398.1	WP_463315660.1	gene-ACSAL1_RS05665	-3.580840067855558	gene-ACZ0AN_RS06310	1.6251268993694716	opposite
WP_021495090.1	WP_023855267.1	gene-ACSAL1_RS02315	-3.988787787314784	gene-ACZ0AN_RS13950	-5.02747835785178	conserved_down
WP_025649284.1	WP_463315582.1	gene-ACSAL1_RS15640	-2.486608448155006	gene-ACZ0AN_RS17740	1.0764913789995516	opposite
WP_038461736.1	WP_020453236.1	gene-ACSAL1_RS01040	1.584894154458904	gene-ACZ0AN_RS19400	-4.651143110324002	opposite
WP_061861565.1	WP_035337756.1	gene-ACSAL1_RS16325	-2.438810329297975	gene-ACZ0AN_RS18440	-2.5037519348861097	conserved_down
WP_061862144.1	WP_026579781.1	gene-ACSAL1_RS07285	-2.4054522792384097	gene-ACZ0AN_RS08010	-1.8736780500736585	conserved_down
WP_003152011.1	WP_020452813.1	gene-ACSAL1_RS14825	-3.0957012859322663	gene-ACZ0AN_RS16995	-1.3058677619692192	conserved_down
WP_003152043.1	WP_003184860.1	gene-ACSAL1_RS14730	-2.9528843886866127	gene-ACZ0AN_RS16880	-2.062803349048908	conserved_down
WP_003153079.1	WP_003183482.1	gene-ACSAL1_RS11770	-1.5866479266552576	gene-ACZ0AN_RS13315	8.443935586695828	opposite
WP_003155001.1	WP_003180687.1	gene-ACSAL1_RS05935	1.587955363155768	gene-ACZ0AN_RS06625	-2.316635517162371	opposite
WP_003155032.1	WP_003180627.1	gene-ACSAL1_RS05830	-1.48070761962927	gene-ACZ0AN_RS06490	2.3287867045475985	opposite
WP_007409693.1	WP_020451284.1	gene-ACSAL1_RS07670	2.38701197477816	gene-ACZ0AN_RS08360	1.0822423815807185	conserved_up
WP_007409714.1	WP_003181573.1	gene-ACSAL1_RS07810	-2.749298295778606	gene-ACZ0AN_RS08515	-2.550907388488772	conserved_down
WP_007410404.1	WP_020449864.1	gene-ACSAL1_RS00780	-1.4205370482935316	gene-ACZ0AN_RS00790	-1.0528012492514374	conserved_down
WP_014418802.1	WP_020452851.1	gene-ACSAL1_RS15075	1.1063358123553917	gene-ACZ0AN_RS17230	1.8330518919800551	conserved_up
WP_053284944.1	WP_020452572.1	gene-ACSAL1_RS13460	-1.0875451560258922	gene-ACZ0AN_RS15535	3.156063686981473	opposite
WP_061862606.1	WP_035337494.1	gene-ACSAL1_RS00410	1.915159548813751	gene-ACZ0AN_RS00425	1.4292645018735288	conserved_up
WP_209387426.1	WP_020452148.1	gene-ACSAL1_RS11615	-1.1635424541894004	gene-ACZ0AN_RS13150	-1.443049048219518	conserved_down
WP_209387501.1	WP_033155109.1	gene-ACSAL1_RS13535	1.402899029947788	gene-ACZ0AN_RS15615	-1.1245484424872636	opposite
WP_209387320.1	WP_463315703.1	gene-ACSAL1_RS09500	-6.189223140113429	gene-ACZ0AN_RS10650	-6.349762743757935	conserved_down
WP_209387324.1	WP_326250815.1	gene-ACSAL1_RS09575	-1.6949909249833006	gene-ACZ0AN_RS10745	1.867299186070413	opposite
WP_209387371.1	WP_212110765.1	gene-ACSAL1_RS10140	-1.6950813982752506	gene-ACZ0AN_RS11590	2.227831602679029	opposite
WP_209387431.1	WP_026579312.1	gene-ACSAL1_RS11730	2.675474075409988	gene-ACZ0AN_RS13285	6.386369695107744	conserved_up
WP_209387491.1	WP_195257984.1	gene-ACSAL1_RS13205	-2.1655852733208247	gene-ACZ0AN_RS15290	-1.865553482935156	conserved_down
WP_209388049.1	WP_031305082.1	gene-ACSAL1_RS04820	-2.0122231610055774	gene-ACZ0AN_RS05220	1.9624323865136275	opposite
WP_209388095.1	WP_463315661.1	gene-ACSAL1_RS05750	-3.2319212688384127	gene-ACZ0AN_RS06405	-2.006509938426184	conserved_down
WP_209388139.1	WP_249726574.1	gene-ACSAL1_RS06405	4.46438175792318	gene-ACZ0AN_RS06930	1.3816842745232878	conserved_up
WP_003155043.1	WP_020450932.1	gene-ACSAL1_RS05790	-3.1790385771956355	gene-ACZ0AN_RS06450	-1.6429227442146102	conserved_down
WP_014417345.1	WP_048350511.1	gene-ACSAL1_RS05265	2.0044553150348823	gene-ACZ0AN_RS05735	-2.087888930422932	opposite
WP_014417776.1	WP_023857204.1	gene-ACSAL1_RS08350	4.216521341479544	gene-ACZ0AN_RS09050	1.854858466088772	conserved_up
WP_209387802.1	WP_023856701.1	gene-ACSAL1_RS19350	-3.1497592516775472	gene-ACZ0AN_RS06835	-1.6044438092341922	conserved_down
WP_209388152.1	WP_003180955.1	gene-ACSAL1_RS06635	-7.206458364625488	gene-ACZ0AN_RS07275	-1.6569289285964044	conserved_down
WP_209388218.1	WP_023857229.1	gene-ACSAL1_RS07985	1.772735121131241	gene-ACZ0AN_RS08690	1.5728418430975124	conserved_up
WP_007410230.1	WP_164468292.1	gene-ACSAL1_RS02480	1.1037986106559712	gene-ACZ0AN_RS02810	-1.3311185939424754	opposite
WP_007610590.1	WP_035339430.1	gene-ACSAL1_RS05755	-4.793345432953291	gene-ACZ0AN_RS06410	-2.116962588425447	conserved_down
WP_014418250.1	WP_026579386.1	gene-ACSAL1_RS10570	1.2038766514439316	gene-ACZ0AN_RS12010	1.0818059581614043	conserved_up
WP_014419005.1	WP_020453106.1	gene-ACSAL1_RS16615	3.3122790310449277	gene-ACZ0AN_RS18715	-2.047227156495792	opposite
WP_021495204.1	WP_128823493.1	gene-ACSAL1_RS03220	-2.322320349915837	gene-ACZ0AN_RS03350	-3.1342363408400256	conserved_down
WP_022553228.1	WP_020451809.1	gene-ACSAL1_RS09785	-1.04841924228341	gene-ACZ0AN_RS11250	1.7805460226527714	opposite
WP_025649399.1	WP_020450006.1	gene-ACSAL1_RS17850	-2.098315925124401	gene-ACZ0AN_RS01545	-2.127580401155758	conserved_down
WP_029972995.1	WP_026580420.1	gene-ACSAL1_RS18835	-1.5809562554891476	gene-ACZ0AN_RS01000	1.3329910502058508	opposite
WP_209387609.1	WP_095292169.1	gene-ACSAL1_RS16100	-5.599860927765386	gene-ACZ0AN_RS18255	-6.897300896724677	conserved_down
WP_209387647.1	WP_035337789.1	gene-ACSAL1_RS16715	2.6740028291465605	gene-ACZ0AN_RS18820	-1.537274038259388	opposite
WP_003151042.1	WP_025810627.1	gene-ACSAL1_RS17665	1.67050618562691	gene-ACZ0AN_RS19785	-1.3492842629015342	opposite
WP_003151173.1	WP_020453255.1	gene-ACSAL1_RS17325	-2.0263806384706347	gene-ACZ0AN_RS19510	-3.0600091153813995	conserved_down
WP_003151318.1	WP_023857150.1	gene-ACSAL1_RS16940	3.073265333862325	gene-ACZ0AN_RS19095	1.8412168704304648	conserved_up
WP_003153227.1	WP_020452110.1	gene-ACSAL1_RS11350	-1.222779099641015	gene-ACZ0AN_RS12940	-4.487047495418778	conserved_down
WP_012117893.1	WP_020452022.1	gene-ACSAL1_RS10940	-2.0065814986268204	gene-ACZ0AN_RS12430	1.1134925088903038	opposite
WP_012118002.1	WP_023855214.1	gene-ACSAL1_RS11875	4.114923266158914	gene-ACZ0AN_RS13485	1.84851839890521	conserved_up
WP_162495990.1	WP_105981297.1	gene-ACSAL1_RS11420	-3.533648271669795	gene-ACZ0AN_RS20350	-1.5751666468722072	conserved_down
WP_202729492.1	WP_095289976.1	gene-ACSAL1_RS05505	-1.986183835304019	gene-ACZ0AN_RS06090	-1.8899253144776464	conserved_down
WP_204283013.1	WP_009328935.1	gene-ACSAL1_RS05250	-2.9966219168817227	gene-ACZ0AN_RS05715	-2.2172549542624767	conserved_down
WP_209387991.1	WP_023857813.1	gene-ACSAL1_RS03845	1.0987673248915013	gene-ACZ0AN_RS03130	-1.3759518814303409	opposite
WP_209387997.1	WP_020450546.1	gene-ACSAL1_RS03965	3.1876059468712565	gene-ACZ0AN_RS04205	2.513111713379423	conserved_up
WP_209388036.1	WP_023856470.1	gene-ACSAL1_RS04595	6.002845814897035	gene-ACZ0AN_RS04960	1.4812951197635589	conserved_up
WP_003154369.1	WP_023857233.1	gene-ACSAL1_RS07935	1.4049814681740505	gene-ACZ0AN_RS08645	-4.711078155594909	opposite
WP_007407424.1	WP_023857797.1	gene-ACSAL1_RS16360	-1.050658517630043	gene-ACZ0AN_RS01810	-2.2205687103400997	conserved_down
WP_007407726.1	WP_023856983.1	gene-ACSAL1_RS18110	3.579597604692053	gene-ACZ0AN_RS20160	1.5513816645830212	conserved_up
WP_007407816.1	WP_095291318.1	gene-ACSAL1_RS18620	-1.8790341241684283	gene-ACZ0AN_RS20970	1.001355292731206	opposite
WP_014419099.1	WP_023857083.1	gene-ACSAL1_RS17355	1.548535632176003	gene-ACZ0AN_RS19540	-2.0845830819213256	opposite
WP_014469850.1	WP_370510518.1	gene-ACSAL1_RS03375	-1.9532679498473229	gene-ACZ0AN_RS03600	2.149252787360799	opposite
WP_209387781.1	WP_035338110.1	gene-ACSAL1_RS18980	-4.417101689427855	gene-ACZ0AN_RS21435	-3.868319402304567	conserved_down
WP_209387873.1	WP_003178866.1	gene-ACSAL1_RS01820	1.775706955335577	gene-ACZ0AN_RS02135	-3.700070754023856	opposite
WP_003154622.1	WP_020451191.1	gene-ACSAL1_RS07140	2.297764119328831	gene-ACZ0AN_RS07845	2.144250704278043	conserved_up
WP_007409783.1	WP_035338767.1	gene-ACSAL1_RS08300	2.486360653411608	gene-ACZ0AN_RS09000	1.5636326585770095	conserved_up
WP_007410085.1	WP_020452875.1	gene-ACSAL1_RS15260	-2.182925013662896	gene-ACZ0AN_RS17360	-1.0522602511216932	conserved_down
WP_007611262.1	WP_095290421.1	gene-ACSAL1_RS07715	-3.284057699936869	gene-ACZ0AN_RS08400	1.71287448427022	opposite
WP_014418922.1	WP_023856328.1	gene-ACSAL1_RS16055	-1.479830873793273	gene-ACZ0AN_RS18210	-1.627988018289776	conserved_down
WP_014419228.1	WP_095291253.1	gene-ACSAL1_RS18305	-1.3108942523250051	gene-ACZ0AN_RS20925	2.938786486055298	opposite
WP_021495256.1	WP_096748337.1	gene-ACSAL1_RS16385	1.4867931242498489	gene-ACZ0AN_RS18485	2.6155660585679508	conserved_up
WP_021495283.1	WP_023855223.1	gene-ACSAL1_RS01520	2.199679859629698	gene-ACZ0AN_RS13535	2.18935534696902	conserved_up
WP_088056325.1	WP_146874100.1	gene-ACSAL1_RS02325	-2.2863352466123152	gene-ACZ0AN_RS02680	1.342102422356278	opposite
WP_007409122.1	WP_003180588.1	gene-ACSAL1_RS05735	2.206260333439909	gene-ACZ0AN_RS06385	-2.432494628538149	opposite
WP_014417202.1	WP_463315712.1	gene-ACSAL1_RS04065	2.711193570607283	gene-ACZ0AN_RS04355	1.9758955228131805	conserved_up
WP_014417415.1	WP_011197767.1	gene-ACSAL1_RS05780	-1.061755020577034	gene-ACZ0AN_RS06440	-1.8800238125430555	conserved_down
WP_014418166.1	WP_020451893.1	gene-ACSAL1_RS10235	1.8512568977719857	gene-ACZ0AN_RS11690	1.2296057200241162	conserved_up
WP_209387484.1	WP_023855455.1	gene-ACSAL1_RS13100	1.9498626415611708	gene-ACZ0AN_RS15175	2.596368165318119	conserved_up
WP_209387488.1	WP_463315577.1	gene-ACSAL1_RS13175	-3.889860148769353	gene-ACZ0AN_RS15265	-1.0796208323761691	conserved_down
WP_209387580.1	WP_065643738.1	gene-ACSAL1_RS15570	1.6156225148072505	gene-ACZ0AN_RS17705	2.0899830690234773	conserved_up
WP_209387608.1	WP_231005573.1	gene-ACSAL1_RS16095	-4.579344827486073	gene-ACZ0AN_RS18250	-7.399652832451961	conserved_down
WP_209387612.1	WP_249726811.1	gene-ACSAL1_RS16120	-5.247347115945321	gene-ACZ0AN_RS18275	-6.471095816487367	conserved_down
WP_014418595.1	WP_106070691.1	gene-ACSAL1_RS13170	-3.0662253823892667	gene-ACZ0AN_RS15260	-1.1466878572919523	conserved_down
WP_022553582.1	WP_041817178.1	gene-ACSAL1_RS05420	2.227516292779151	gene-ACZ0AN_RS05955	2.41684663796931	conserved_up
WP_024085288.1	WP_026579746.1	gene-ACSAL1_RS07925	-3.447153631116682	gene-ACZ0AN_RS08630	1.1529578287187965	opposite
WP_029325912.1	WP_020451461.1	gene-ACSAL1_RS08660	-4.192395751441157	gene-ACZ0AN_RS09370	-3.5032950341963054	conserved_down
WP_209387524.1	WP_020452677.1	gene-ACSAL1_RS14110	1.4663673715680965	gene-ACZ0AN_RS16130	1.242992703694136	conserved_up
WP_209387563.1	WP_020452856.1	gene-ACSAL1_RS15105	-4.922949378293058	gene-ACZ0AN_RS17260	-2.6828607320238125	conserved_down
WP_007610253.1	WP_020450670.1	gene-ACSAL1_RS04630	3.7993588891036048	gene-ACZ0AN_RS04985	1.00210732658545	conserved_up
WP_007610911.1	WP_020451117.1	gene-ACSAL1_RS06800	-3.741726111267821	gene-ACZ0AN_RS07435	-1.0309016715157504	conserved_down
WP_017418904.1	WP_020450028.1	gene-ACSAL1_RS15800	1.0970166929722152	gene-ACZ0AN_RS01655	-1.789942965631553	opposite
WP_021494986.1	WP_020450948.1	gene-ACSAL1_RS05865	3.035769199656682	gene-ACZ0AN_RS06555	1.517636526202966	conserved_up
WP_022553816.1	WP_095292176.1	gene-ACSAL1_RS16080	-5.543662278803894	gene-ACZ0AN_RS18235	-7.456290888915862	conserved_down
WP_095284152.1	WP_020452454.1	gene-ACSAL1_RS12825	1.335810872961464	gene-ACZ0AN_RS14895	1.6563008954581724	conserved_up
WP_100261812.1	WP_023857575.1	gene-ACSAL1_RS09245	4.412620343984075	gene-ACZ0AN_RS10235	1.2055488663977123	conserved_up
WP_209388338.1	WP_095292205.1	gene-ACSAL1_RS09345	-7.154397350758142	gene-ACZ0AN_RS17985	-6.381306972840374	conserved_down
WP_003156443.1	WP_023855916.1	gene-ACSAL1_RS00695	3.4516099693130493	gene-ACZ0AN_RS00710	1.401058393525895	conserved_up
WP_003156549.1	WP_020449875.1	gene-ACSAL1_RS00870	1.655201871707182	gene-ACZ0AN_RS00880	-1.2828903367666364	opposite
WP_004264646.1	WP_020449813.1	gene-ACSAL1_RS00345	3.1742556993769653	gene-ACZ0AN_RS00360	-1.0985710140897882	opposite
WP_007613085.1	WP_020452575.1	gene-ACSAL1_RS13475	-4.791725317142916	gene-ACZ0AN_RS15550	-3.021110785785228	conserved_down
WP_007615141.1	WP_145654501.1	gene-ACSAL1_RS00125	2.5631805393951006	gene-ACZ0AN_RS00140	1.237577700920519	conserved_up
WP_012117440.1	WP_020451202.1	gene-ACSAL1_RS07200	4.053704886681892	gene-ACZ0AN_RS07910	-2.792417802221575	opposite
WP_012118311.1	WP_003184842.1	gene-ACSAL1_RS14695	1.9934462975446865	gene-ACZ0AN_RS16845	1.806800171857626	conserved_up
WP_017418355.1	WP_023855495.1	gene-ACSAL1_RS13465	1.874264042566167	gene-ACZ0AN_RS15540	4.425972838893833	conserved_up
WP_021495233.1	WP_025810731.1	gene-ACSAL1_RS16135	-4.530910339759023	gene-ACZ0AN_RS18290	-6.877538643895273	conserved_down
WP_159353548.1	WP_020451629.1	gene-ACSAL1_RS17555	3.588000856490259	gene-ACZ0AN_RS10255	1.3632716721045643	conserved_up
WP_174747328.1	WP_020453026.1	gene-ACSAL1_RS16115	-2.4848991690101414	gene-ACZ0AN_RS18270	-6.613513258975818	conserved_down
WP_209387380.1	WP_023857407.1	gene-ACSAL1_RS10325	-3.406958818072628	gene-ACZ0AN_RS11760	-1.7362151346932289	conserved_down
WP_209387383.1	WP_026579397.1	gene-ACSAL1_RS10430	-1.5270002486600045	gene-ACZ0AN_RS11870	-1.0102582551069388	conserved_down
WP_209388290.1	WP_463315550.1	gene-ACSAL1_RS09285	-2.0088940245736726	gene-ACZ0AN_RS10905	1.7768975193488254	opposite
WP_245207593.1	WP_249726717.1	gene-ACSAL1_RS18490	-1.097027773499125	gene-ACZ0AN_RS20885	-3.756722247588632	conserved_down
WP_245207605.1	WP_463315643.1	gene-ACSAL1_RS03830	-4.011225191514354	gene-ACZ0AN_RS04225	-4.277904762537642	conserved_down
WP_370531149.1	WP_370510587.1	gene-ACSAL1_RS03750	2.846047285789184	gene-ACZ0AN_RS03975	-3.1590659986220486	opposite
WP_007407824.1	WP_020453473.1	gene-ACSAL1_RS18665	3.1931341051696744	gene-ACZ0AN_RS20665	-1.1867571033072293	opposite
WP_007407911.1	WP_020453634.1	gene-ACSAL1_RS19185	1.0851338061206952	gene-ACZ0AN_RS21570	1.250710084059118	conserved_up
WP_007408149.1	WP_145654320.1	gene-ACSAL1_RS12905	-1.012895952655308	gene-ACZ0AN_RS14975	1.0193684353889885	opposite
WP_007408313.1	WP_020452188.1	gene-ACSAL1_RS11810	-1.7255847022463031	gene-ACZ0AN_RS13365	4.932105244649415	opposite
WP_007408338.1	WP_020452154.1	gene-ACSAL1_RS11640	1.4275707177502726	gene-ACZ0AN_RS13180	1.0638931998373171	conserved_up
WP_014416828.1	WP_026579874.1	gene-ACSAL1_RS01450	6.58147508676219	gene-ACZ0AN_RS06855	1.7905927468398657	conserved_up
WP_014417077.1	WP_145645282.1	gene-ACSAL1_RS03230	-1.212728211239778	gene-ACZ0AN_RS03360	-3.100822010514174	conserved_down
WP_021495102.1	WP_023857901.1	gene-ACSAL1_RS02195	1.3980793149702586	gene-ACZ0AN_RS02595	12.077316490850572	conserved_up
WP_115941165.1	WP_023857018.1	gene-ACSAL1_RS17985	-6.931690911383481	gene-ACZ0AN_RS19975	-4.547894564310743	conserved_down
WP_159354085.1	WP_020451177.1	gene-ACSAL1_RS07070	1.3386446429607166	gene-ACZ0AN_RS07765	-1.4778634173615612	opposite
WP_007407375.1	WP_095292181.1	gene-ACSAL1_RS16040	2.054659155024426	gene-ACZ0AN_RS18200	2.912645839967647	conserved_up
WP_012117078.1	WP_025810251.1	gene-ACSAL1_RS04020	2.0181894072396385	gene-ACZ0AN_RS04310	4.14082595443248	conserved_up
WP_015240581.1	WP_020452955.1	gene-ACSAL1_RS15675	2.3694328096254798	gene-ACZ0AN_RS17855	-1.3550290740305426	opposite
WP_017418047.1	WP_020451782.1	gene-ACSAL1_RS10730	2.1905783632621225	gene-ACZ0AN_RS11100	1.1931458953031242	conserved_up
WP_021493808.1	WP_023856769.1	gene-ACSAL1_RS06660	1.779541477189328	gene-ACZ0AN_RS07295	-1.2050578660260236	opposite
WP_209387697.1	WP_145654199.1	gene-ACSAL1_RS17745	1.5201554344966997	gene-ACZ0AN_RS06810	-2.544930644889519	opposite
WP_209387728.1	WP_025811184.1	gene-ACSAL1_RS18275	2.881290532553628	gene-ACZ0AN_RS12870	1.3839404846776984	conserved_up
WP_209387732.1	WP_020450470.1	gene-ACSAL1_RS18295	-2.1436874604686795	gene-ACZ0AN_RS03815	-2.3468186338859405	conserved_down
WP_209387790.1	WP_463315585.1	gene-ACSAL1_RS19225	7.241561841560755	gene-ACZ0AN_RS18365	1.092917446324435	conserved_up
WP_209388311.1	WP_031305057.1	gene-ACSAL1_RS00115	1.2439568592394572	gene-ACZ0AN_RS00130	1.451888254526169	conserved_up
WP_007408511.1	WP_020450572.1	gene-ACSAL1_RS04040	1.5621962991962208	gene-ACZ0AN_RS04335	4.221194628906001	conserved_up
WP_007408877.1	WP_043054555.1	gene-ACSAL1_RS03260	2.084538075393253	gene-ACZ0AN_RS03495	-4.802351007364711	opposite
WP_007409622.1	WP_020451204.1	gene-ACSAL1_RS07210	3.481282891986012	gene-ACZ0AN_RS07920	-4.577602539496137	opposite
WP_007409644.1	WP_020451233.1	gene-ACSAL1_RS07335	-1.5155506402994214	gene-ACZ0AN_RS08070	-1.4030987339116316	conserved_down
WP_007409668.1	WP_023857270.1	gene-ACSAL1_RS07495	2.034279976791655	gene-ACZ0AN_RS08175	1.2717001183944705	conserved_up
WP_014304905.1	WP_371268714.1	gene-ACSAL1_RS07015	1.2981923650871057	gene-ACZ0AN_RS07705	1.8845475853504992	conserved_up
WP_014417297.1	WP_043054059.1	gene-ACSAL1_RS04885	2.8475721498146105	gene-ACZ0AN_RS02430	3.9548439060205247	conserved_up
WP_014417627.1	WP_020451225.1	gene-ACSAL1_RS07300	3.505726323103006	gene-ACZ0AN_RS08030	1.1100978492429143	conserved_up
WP_014418918.1	WP_065643474.1	gene-ACSAL1_RS16020	2.458452532097712	gene-ACZ0AN_RS21290	2.559744906951197	conserved_up
WP_014419101.1	WP_025810647.1	gene-ACSAL1_RS17370	-3.034831962723532	gene-ACZ0AN_RS19555	-1.2177431012426263	conserved_down
WP_015239156.1	WP_026580546.1	gene-ACSAL1_RS01965	3.676109461208915	gene-ACZ0AN_RS02370	-1.952788493149446	opposite
WP_072177127.1	WP_003180601.1	gene-ACSAL1_RS05770	-6.248678981085014	gene-ACZ0AN_RS06425	-3.6244983938427335	conserved_down
WP_099722005.1	WP_021837601.1	gene-ACSAL1_RS18815	-2.55876392020155	gene-ACZ0AN_RS14200	-5.1753798930889126	conserved_down
WP_209387925.1	WP_023856211.1	gene-ACSAL1_RS02770	-1.092789276934534	gene-ACZ0AN_RS17335	2.568189736411496	opposite
WP_003155039.1	WP_020450934.1	gene-ACSAL1_RS05800	-5.055819567047458	gene-ACZ0AN_RS06460	-1.6545414497964204	conserved_down
WP_007409786.1	WP_020451403.1	gene-ACSAL1_RS08335	3.130381515915663	gene-ACZ0AN_RS09035	2.5445732391343325	conserved_up
WP_007410057.1	WP_023856235.1	gene-ACSAL1_RS15450	-3.983602052563433	gene-ACZ0AN_RS17550	-1.2440527918364246	conserved_down
WP_007609051.1	WP_020453237.1	gene-ACSAL1_RS01045	1.33983242682005	gene-ACZ0AN_RS19405	-4.61141002900477	opposite
WP_021494235.1	WP_026579388.1	gene-ACSAL1_RS10540	-1.436176868048966	gene-ACZ0AN_RS11975	1.0223574106162967	opposite
WP_021494261.1	WP_020453440.1	gene-ACSAL1_RS11045	1.2529857526054409	gene-ACZ0AN_RS20500	2.081894459021268	conserved_up
WP_021494311.1	WP_229078638.1	gene-ACSAL1_RS11720	2.706660024215494	gene-ACZ0AN_RS13275	5.721775366675209	conserved_up
WP_021495277.1	WP_048350469.1	gene-ACSAL1_RS01605	2.34114631589952	gene-ACZ0AN_RS01900	-2.356892514311136	opposite
WP_061862428.1	WP_016885536.1	gene-ACSAL1_RS12565	2.444186567714832	gene-ACZ0AN_RS14595	1.150840620159041	conserved_up
WP_061862522.1	WP_020452750.1	gene-ACSAL1_RS14495	-3.596187968140944	gene-ACZ0AN_RS16625	-2.051487939885206	conserved_down
WP_070082058.1	WP_020453439.1	gene-ACSAL1_RS11040	-1.5951811027343397	gene-ACZ0AN_RS20495	1.915262806810876	opposite
WP_209387347.1	WP_261794644.1	gene-ACSAL1_RS09850	-1.6055589681287308	gene-ACZ0AN_RS02695	-1.6592535988056765	conserved_down
